A:LS:LC,A:LS:MC,A:MS:MC,A:HS:MC,A:LS:HC,A:HS:HC,A:MS:HC,A:MS:LC,A:HS:LC
76.7,153.025,176.205,159.46,299.3,364.905,324.19,70.02,76.97
78.735,148.685,173.46,164.77,299.905,362.65,326.65,70.43,75.3
76.45,151.505,173.87,161.75,299.815,358.63,325.685,69.06,76.235
76.875,150.845,178.39,163.51,300.695,361.15,321.16,71.28,75.745
76.235,147.7,175.8,163.24,300.32,364.645,325.15,70.515,76.765
76.39,150.36,178.46,162.995,311.095,360.055,325.37,70.975,76.39
76.58,154.585,178.175,160.73,304.24,360.2,319.92,69.99,73.615
76.83,152.5,176.775,157.78,301.375,358.835,327.295,69.86,75.705
76.705,150.49,175.11,159.965,299.245,363.4,319.675,70.005,74.795
77.69,148.97,172.775,162.505,308.145,361.345,319.36,70.245,77.345
77.575,148.31,175.745,160.525,310.015,361.29,314.655,68.655,75.82
78.795,150.72,178.355,158.855,302.815,368.36,323.685,69.12,75.695
77.435,147.755,176.22,159.95,306.18,363.48,315.595,69.62,74.745
78.385,148.27,177.84,163.68,304.93,363.185,322.14,69.67,75.825
77.455,152.335,176.165,162.29,299.46,364.9,319.885,71.245,78.05
76.285,151.705,176.865,163.185,297.195,362.93,322.815,70.91,76.56
77.03,151.105,176.63,160.86,307.9,365.325,323.4,68.33,75.76
75.26,152.405,176.345,164.165,307.445,365.255,322.93,69.935,79.03
77.05,154.68,175.335,161.095,303.555,365.325,321.95,69.86,76.22
77.42,151.255,178.705,162.375,300.77,357.305,317.985,69.145,76.75
75.515,148.68,177.315,162.7,303.71,361.335,320.12,70.945,75.93
75.465,151.15,176.155,160.065,296.585,353.905,321.1,69.785,76.305
75.9,149.555,173.805,162.47,301.605,364.13,325.61,71.105,76.01
75.87,148.615,176,160.7,301.89,357.48,314.005,69.79,77.575
76.255,149.66,177.695,161.855,303.615,361.61,328.59,68.92,75.845
76.595,151.345,175.01,161.495,297.035,361.915,319.66,70.53,74.465
75.93,151.11,174.335,165.02,304.96,361.05,317.755,70.785,76.145
75.22,146.585,173.12,164.295,293.825,364.015,321.58,69.795,74.115
75.77,153.845,177.335,158.66,303.445,370.22,320.85,69.085,75.63
76.19,151.025,176.135,158.875,303.775,366.49,327.26,67.13,74.55
76.16,148.535,173.045,164.56,297.575,360.965,321.015,68.19,75.375
77.04,150.72,175.755,163.57,295.64,366.345,320.37,69.1,74.535
77.54,150.16,175.17,161.825,294.79,363.095,320.635,69.715,74.415
77.955,153.28,176.195,162.36,297.14,361.4,314.9,70.02,74.88
76.15,152.79,174.53,159.945,303.12,361.375,314.84,69.875,76.385
74.815,148.53,177.385,162.095,301.95,357.955,322.275,68.145,74.62
77.95,146.03,173.42,160.235,300.51,359.12,324.385,68.8,76.07
76.61,146.735,175.09,159.2,300.235,363.415,322.165,69.43,75.135
76.82,146.765,176.64,160.75,310.525,360.065,320.09,69.035,75.445
74.965,148.47,174.25,162.295,298.58,357.41,320.55,67.91,75.29
76.975,152.42,177.28,161.295,301.63,366.385,318.205,69.685,75.1
75.96,148.835,177.115,162.545,292.83,360.61,319.855,70.325,73.655
75.825,151.455,177.345,158.865,296.495,357.58,326.945,68.885,76.63
76.035,150.425,177.3,160.2,304.04,359.53,319.26,68.53,75.125
75.71,147.325,174.45,160,307.725,356.955,324.96,68.625,73.585
76.535,150.445,171.335,161.635,307.985,364.42,325.95,69.775,76.97
75.36,147.2,174.63,161.435,304.045,370.995,323.16,69.755,75.35
76.995,148.98,175.005,162.2,299.82,361.585,318.645,69.645,75.035
76.39,149.93,173.87,160.715,305.275,363.49,323.875,69.855,75.39
75.41,149.94,178.67,160.19,306.67,361.425,320.675,67.67,76.755
75.975,149.09,174.795,161.875,299.465,362.985,323.965,68.375,76.465
75.7,147.395,172.845,160.54,298.595,359.99,322.14,69.1,74.94
74.345,149.205,174.28,161.08,297.715,365.935,326.89,69.755,75.465
75.725,152.165,174.79,158.685,299.545,362.635,322.18,69.67,75.5
75.395,149.165,174.62,159.965,298.325,363.815,321.04,67.975,75.68
76.775,146.65,173.83,162.155,298.265,357.785,325.315,69.19,74.45
75.21,150.1,177.885,161.415,295.125,356.315,320.51,67.05,76.16
75.075,149.795,174.835,160.455,299.625,356.265,312.965,68.595,76.375
75.935,150.935,174.57,159.43,309.57,361.045,318.39,69.86,75.035
76.56,149.895,178.08,157.34,304,354.45,320.975,69.285,76.27
76.96,150.765,174.085,160.32,304.28,359.265,321.285,69.455,74.815
73.985,149.355,171.245,161.32,296.075,355.85,321.79,70.045,75.02
77.315,148.82,175.26,160.145,302.645,353.29,320.455,68.985,75.21
76.44,150.12,172.015,163.85,299.87,365.2,322.64,69.575,76.535
75.69,146.605,174.185,163.105,299.94,357.245,315.19,69.55,73.275
75.715,148.085,176.73,156.88,296.18,359.435,318.115,68.28,75.165
75.185,146.955,174.425,160.745,305.18,363.12,325.9,67.96,75.245
74.385,149.06,173.165,160.91,308.015,364.45,316.11,68.885,75.33
74.07,150.455,174.085,161.055,298.62,356.915,325.585,70.085,74.175
74.875,145.495,173.74,159.83,299.37,362.28,317.985,69.245,75.18
76.835,149.29,175.245,160.525,296.405,356.31,317.38,68.45,74.68
74.93,148.765,174.885,160.155,301.65,361.38,326.895,67.62,75.835
73.725,150.175,176.24,162,299.58,357.095,324.015,68.35,75.025
75.025,148.175,174.72,158.56,288.065,357.73,317.425,68.855,75.37
74.225,148.865,171.22,161.005,302.07,353.345,325.205,69.05,74.825
76.395,150.36,173.895,160.32,297.43,360.145,323.23,68.86,74.15
75.69,150.325,176,161.925,303.535,372.01,333.415,69.59,74.97
76.055,147.27,176.53,164.05,305.56,354.015,325.41,69.24,74.82
73.965,146.885,174.65,160.275,295.765,357.625,325.76,67.605,74.125
75.92,147.43,172.545,158.375,292.845,360.525,324.47,67.74,74.96
76.01,151.42,173.525,162.49,303.355,358.305,329.84,68.17,75.1
75.175,148.2,172.265,159.135,294.425,354.8,327.165,68.345,75.565
73.8,146.545,175.22,160.62,294.775,358.275,322.33,67.575,73.84
74.845,151.03,173.03,157.51,301.805,355.465,325.82,68.3,75.71
74.71,148.965,172.815,158.415,295,364.415,325.125,69.6,75.605
75.345,148.58,173.23,157.87,293.035,363.555,324.45,68.34,74.775
74.32,148.095,172.67,158.13,291.25,359.355,326.23,68.97,74.755
75.535,149.53,173.155,158.685,296.11,361.85,322.57,67.725,75.675
75.99,151.45,174.14,161.01,305.64,358.8,330.06,68.515,73.6
75.47,146.36,170.19,163,296.82,358.985,326.015,67.97,75.155
75.61,150.325,173.745,160.17,299.535,355.365,321.595,68.71,74
75.93,147.06,174.78,160.85,300.45,353.49,323.44,68.91,73.705
74.805,154.495,174.44,160.76,299.455,358.935,317.195,69.445,74.97
74.895,148.25,171.12,155.84,296.94,366.135,317.19,69.595,76.15
74.85,145.655,175.81,158.885,292.59,364.915,315.615,68.8,75.89
75.7,148.555,173.58,160.775,300.35,365.445,319.265,68.38,75.35
75.355,146.935,175.03,160.665,298.825,358.44,313.7,67.885,74.795
76.14,147.105,173.445,159.485,298.2,366.77,316.51,68.46,75.16
74.13,144.02,170.45,164.48,296.735,362.82,316.56,69.065,75.48
74.085,145.6,171.685,157.8,292.87,364.825,314.435,68.17,74.59
74.21,151.02,174.91,158.61,293.25,354.51,323.255,69.88,77.22
75.1,152.39,171.76,159.435,292.675,359.765,317.55,67.925,74
75.72,146.465,172.525,157.885,291,355.81,322.99,67.835,75.365
75.08,143.62,175.29,159.72,298.12,364.48,316.96,69.33,74.21
75.855,150.73,174.515,161.94,304.85,355.975,316.755,68.13,73.2
74.17,150.135,173.705,164.39,295.09,361.725,323.01,68.37,75.595
74.59,146.215,172.62,160.405,298.915,359.93,319.89,70.49,74.545
75.11,149.94,173.485,159.815,305.745,359.845,320.695,68.245,75.455
74.255,148.3,171.01,158.725,296.82,357.26,318.855,69.535,74.615
75.09,149.865,172.655,156.15,297.72,361.395,322.505,68.175,73.46
73.985,147.86,172.465,157.905,296.415,363.23,323.49,68.045,76.525
75.905,147.045,170.445,161.795,297.555,361.64,317.345,67.825,74.785
75.93,145.585,171.955,160.41,296.045,357.15,314.17,67.75,74.97
75.745,149.98,173.585,161.33,298.065,358.73,325.48,68.595,75.36
73.75,148.95,172.3,160.775,296.55,356.385,326.99,68.255,75.54
73.255,145.745,169.73,158.335,294.285,361.12,322.345,68.87,75.025
74.08,144.34,171.925,155.25,297.875,361.76,317.255,67.675,74.395
75.63,148.18,174.73,161.165,291.56,360.42,317.89,67.325,74.285
74.195,152.18,173.145,161.345,288.055,356.265,321.83,68.61,74.275
74.415,146.415,174.74,155.96,300.32,357.57,316.93,67.48,74.04
74.21,144.79,173.465,159.175,299.31,362.725,320.79,68.655,76.055
74.51,147.33,172.4,160.335,295.16,362.18,319.09,68.125,74.56
72.15,147.035,174.15,157.65,300.04,365.97,314.48,69.99,73.27
72.26,144.155,175.59,159.575,292.875,355.02,318.37,67.895,73.11
73.735,147.48,171.205,158.47,296.675,360.545,313.05,67.7,72.78
74.865,146.54,173.41,160.66,299.09,355.35,319.15,68.305,74.6
73.57,145.67,176.005,156.635,294.73,360.535,317.635,68.45,73.565
73.93,147.03,173.57,159.595,297.005,356.87,316.965,68.93,74.41
74.125,146.965,171.245,159.22,298.675,358.89,314.07,66.81,73.125
73.805,148.975,173.105,159.265,290.545,355.985,315.875,67.13,74.525
74.775,146.75,172.925,155.805,289.83,359.28,320.16,69.15,73.72
72.885,147.665,175,158.325,292.39,357.505,312.14,67.875,75.555
73.405,148.39,169.53,156.29,294.66,349.68,314.31,67.615,74.43
72.905,145.05,173.01,154.965,296.775,353.82,310.735,66.215,74.57
73.975,147.865,172.235,159.815,303.515,359.515,323.735,67.52,73.73
74.86,147.29,171.775,158.84,283.55,362.225,318.76,68.825,75.535
73.465,144.545,172.72,156.38,291.625,355.21,311.56,69.285,74.475
73.85,150.58,169.315,158.21,291.65,351.305,318.435,68.795,75.13
74.135,147.795,168.47,157.605,300.01,362.175,315.605,68.01,75.68
73.145,145.33,172.105,156.535,291.53,352.425,314.045,66.32,74.135
73.41,144.435,171.89,158.46,291.685,359.85,306.58,68.76,75.26
72.505,146.1,170.31,156.885,304.33,364.68,310.71,67.615,73.92
73.185,144.73,171.66,156.56,298.59,366.145,317.305,67.33,74.225
73.28,145.56,171.955,159.18,297.025,358.485,320.765,68.44,75.26
71.89,147.42,172.285,157.245,296.265,361.4,316.595,67.42,73.64
72.89,141.915,172.68,158.51,289.855,357.995,319.425,67.105,74.39
73.65,148.115,169.65,155.345,295.415,355.91,320.045,68.11,75.735
72.83,145,171.59,158.135,292.32,355.535,318.47,67.98,73.85
73.615,148.08,172.01,157.165,296.835,356.415,307.475,67.495,73.905
74.775,144.79,169.205,156.86,291.995,354.71,319.25,67.37,73
74.705,145.365,170.13,159.365,291.855,358.735,311.335,67.91,73.205
74.25,146.955,170.23,159.245,291.055,362.18,320.7,67.05,74.65
72.465,148.09,170.155,156.375,298.255,360.815,313.975,67.55,74.535
72.435,144.895,170.765,157.88,303.76,357.775,313.645,68.765,74.845
72.555,146.51,170.425,158.2,298.64,358.535,312.64,68.73,73.975
73.38,148.92,170.285,160.075,297.67,363.43,324.65,67.235,74.435
73.78,145.345,169.15,156.675,302.84,361.43,317.875,68.205,75.18
72.86,143.75,171.935,156.28,286.97,359.045,309.675,66.255,73.805
72.205,143.905,172.155,157.01,295.17,362.555,309.21,67.905,74.855
72.005,149.33,172.155,158.565,296.39,361.215,321.055,67.485,74.67
73.445,145.735,173.695,156.78,291.06,353.93,316.535,69.06,76.095
72.47,143.02,169.22,155.495,286.67,353.19,315.19,67.955,74.63
73.015,145.545,170.435,158.48,292.135,350.495,319.09,67.78,74.075
74.67,145.465,172.4,158.89,296.265,355.005,316.485,67.095,72.92
72.26,145.455,170.44,156.33,289.805,361.89,318.355,66.925,75.05
73.175,145.55,169.315,156.69,293.405,355.94,319.155,66.935,73.86
72.765,145.65,169.385,161.42,297.605,357.675,320.63,67.63,73.17
73.685,144.255,172.645,160.18,298.86,355.315,313.84,68.045,75.195
72.325,146.605,170.32,158.745,288.315,358.31,318.99,67.015,75.52
71.82,146.33,170.535,156.96,286.645,354.475,320.775,67.21,72.875
71.15,142.395,169.89,155.1,292.325,360.9,324.245,67.375,73.715
72.715,144.175,173,155.615,296.655,357.16,315.82,67.575,74.675
73.79,145.08,170.91,156.29,290.38,361.72,316.485,67.04,74.64
74.14,144.265,169.725,156.365,290.56,356.515,320.385,67.93,74.845
73.535,146.235,171.96,156.17,291.135,358.195,322.13,66.79,75.81
73.02,146.39,170.2,155.4,287.03,357.72,315.3,67.885,76.28
72.485,146.97,169.195,157.165,291.75,363.685,314.835,68.345,75.375
74.05,145.745,169.06,160.76,290.94,356.415,309.04,68.04,73.515
72.5,142.725,172.34,157.41,294.045,355.715,314.46,68.01,72.685
71.285,141.605,171.81,157.84,292.195,349.845,310.33,68.18,73.945
71.755,143.315,167.75,157.81,298.43,356.82,317.905,69.55,75.48
72.78,145.33,170.49,158.11,301.4,358.745,314.88,67.665,74.345
72.705,143.385,168.545,153.28,295.935,353.275,309.68,67.31,73.355
72.775,141.495,167.045,157.155,294.18,353.91,317.11,67.805,75.51
71.24,143.755,166.81,157.11,298.46,360.38,321.845,67.575,74.805
73.22,141.405,171.69,160.54,298.615,359.13,316.255,66.47,73.675
72.775,140.9,171.56,161.25,293.87,352.495,315.03,67.55,74.475
72.525,148.17,171.26,156.95,298.12,355.38,313.93,68.235,73.355
72.48,146.265,170.82,155.585,294.405,358.895,317.855,66.995,75.115
71.815,143.615,171.33,155.535,296.35,356.66,312.025,67.91,74.63
71.65,141.73,170.06,156.465,293.84,359.53,313.225,69.925,74.765
71.21,144.775,170.66,157.68,293.94,356.79,315.89,66.98,73.03
72.39,147.03,169.47,155.27,293.305,360.405,314.96,65.64,73.195
72.795,147.41,169.725,157.875,294.8,357.4,314.245,66.325,73.81
72.495,144.085,166.65,156.985,291.72,360.205,313.95,66.23,73.855
73.66,142.83,168.805,158.6,295.28,356.19,315.22,66.84,73.83
72.535,144.315,168.255,159.03,293.905,362.48,311.59,65.905,73.945
72.53,142.66,170.775,155.12,300.3,355.655,320.525,66.27,74.935
72.405,143.94,170.48,157.73,290.055,355.37,315.835,65.69,73.705
72.15,148.04,172.935,156.665,293.2,352.42,310.36,66.705,71.93
72.31,143.865,172.75,158.89,290.275,362.68,323.285,68.8,73.35
71.79,141.775,170.94,160.715,291.53,355.605,318.815,65.425,74.5
71.58,144.975,170.805,157.11,291.365,357.81,308.39,66.805,74.045
72.185,144.81,169.985,157.585,289.305,352.77,307.995,67.63,72.415
70.96,145.64,173.285,158.24,292.79,358.295,312.03,68.96,73.4
72.93,146.27,172.085,158.265,292.22,352.785,316.41,66.695,74.76
70.395,145.46,169,154.165,293.09,356.065,319.7,68.52,74.155
71.015,143.98,170.025,157.695,292.14,355.295,307.475,68.11,72.765
72.4,142.075,168.445,156.32,285.31,357.395,309.725,68.47,75.65
71.715,144.365,168.075,155.635,291.17,358.225,313.01,67.965,74.675
72.465,147.35,170.985,153.025,292.895,358.725,312.505,67.855,74.78
73.665,145.165,167.295,157.855,288.93,357.06,318.17,66.87,74.305
73.155,146.235,169.31,156.275,287.205,359.115,317.9,65.73,76.5
74.68,143.65,169.665,157.17,286.37,364.94,310.845,66.66,74.995
73.64,145.085,170.71,157.445,286.79,362.175,312.82,65.705,72.71
73.73,143.52,171.205,157.845,296.645,365.625,318.815,66.705,72.13
75.3,143.205,168.03,156.91,289.65,357.665,316.255,68.565,75.115
73.51,144.07,171.455,159.64,299.235,353.39,320.165,67.485,75.06
73.725,148.14,171.75,159.17,292.36,358.445,320.13,66.44,74.145
73.775,144.89,170.33,157.32,295.85,363.46,320.08,66.12,75.575
74.63,144.275,171.87,159.225,292.675,364.355,318.235,65.625,74.535
74.68,148.055,171.11,154.81,295.86,360.6,315.25,66.37,74.335
75.075,147.34,169.305,159.35,290.005,363.16,319.855,66.945,73.875
73.845,146.63,172.97,157.27,284.17,361.805,325.74,67.04,74.82
72.875,145.06,172.81,160.325,292.56,364.18,318.625,65.58,73.74
73.34,145.305,170.155,158.79,295.595,353.73,323.16,66.265,74.73
74.01,145.4,171.335,158.21,299.125,360.8,318.44,66.805,73.44
74.335,144.99,173.35,160.005,296.375,362.37,321.995,67.725,75.235
72.97,143.065,169.905,157.125,302.655,359.865,324.13,67.905,74.885
74.81,146.335,173.2,156.705,299.845,361.275,322.97,67.845,75.785
73.725,144.74,172.85,157.665,294.46,359.39,315.405,67.225,75.895
73.64,141.835,169.85,157.405,297.385,363.125,324.11,67.425,72.61
72.72,144.2,174.335,157.815,297.455,366.83,324.98,67.3,74.77
74.05,144.96,171.265,155.225,297.965,362.14,317.04,66.89,74.41
73.98,151.635,170.47,159,297.045,363.365,323.435,67.75,75.03
73.2,148.855,173.25,158.84,295.8,359.805,318.39,68.225,74.355
74.88,148.015,170.85,158.95,299.005,361.67,316.83,67.075,73.635
74.025,144.95,170.37,158.27,300.89,359.3,321.77,65.82,75.335
73.355,142.32,171.505,157.255,291.17,355.435,316.965,67.69,73.62
74.585,148.43,171.3,161.66,302.265,361.845,321.95,68.86,75.115
73.63,146.315,169.17,159.715,297.07,356.92,320.215,66.83,74.375
74.92,149.485,168.9,162.935,297.895,360.875,323.125,66.775,75.33
73.775,147.77,173.135,163.11,300.79,361.29,326.055,67.94,75.41
73.56,148.085,172.065,158.125,299.22,360.54,324.92,68.03,74.6
75.47,147.51,171.96,159.625,293.26,362.79,329.05,68.285,73.465
74.365,146.54,169.785,159.28,293.825,361.135,322.7,67.185,75.74
74.625,144.195,171.68,157.07,299.47,363.2,323.095,66.29,74.735
76.22,145.2,172.575,160.04,298.265,366.2,323.275,66.75,74.195
73.96,148.49,173.65,158.14,295.08,360.425,326.755,67.64,74.48
74.775,143.945,169.455,161.52,296.19,354.08,325.3,67.96,75.52
74.54,146.455,169.015,162.315,299.39,360.975,321.8,67.945,74.435
74.58,147.675,171.04,158.945,297.05,364.825,322.135,67.33,74.205
73.59,149.505,171.665,158.185,297.885,363.075,321.74,67.115,74.135
74.65,147.23,172.075,159.365,294.585,364,324.595,66.805,73.26
74.375,146.785,172.13,159.595,304.12,367.145,321.91,67.89,75.905
74.665,147.09,171.115,159.335,294.165,363.37,327.99,65.47,74.06
75.045,149.13,169.565,155.775,293.41,362.975,329.485,68.105,73.8
74.7,143.91,170.095,159.79,288.76,357.845,326.67,65.605,74.62
74.685,151.785,170.155,158.51,294.63,364.195,323.28,67.595,74.465
73.685,147.515,169.86,157.89,292.075,363.575,326.38,67.035,73.28
73.045,148.14,172.525,159.77,299.08,363.975,321.635,66.245,73.5
73.76,143.505,170.815,158.335,301.665,360.685,319.72,67.505,74.635
74.83,145.54,170.885,158.215,298.16,361.705,327.7,67.535,73.995
73.985,144.4,170.57,159.745,292.25,359.975,316.995,67.56,73.305
74.855,146.805,172.96,158.56,295.76,366.825,317.065,67.805,74.245
74.725,150.885,171.535,155.405,302.005,367.245,318.105,68.515,75.79
74.39,143.95,170.845,153.895,295.64,361.645,317.07,67.825,74.32
75.095,148.06,170.055,159.16,297.525,361.66,320.32,68.355,73.355
74.635,143.905,169.02,164.525,302.315,360.34,323.905,66.645,76.125
74.345,144.635,169.875,159.52,303.155,358.23,324.165,66.935,74.075
73.97,147.02,166.88,159.815,300.525,358.085,318.47,69.44,73.145
74.095,142.705,170.96,159.505,295.86,354.06,323.19,67.41,74.22
73.77,148.955,169.85,159.765,292.91,356.745,324.2,67.48,74.23
74.17,147.255,169.8,159.63,296.2,358.005,322.89,68.64,74.955
73.92,148.77,170.64,159.35,298.005,359.66,326.745,67.29,74.36
74.59,146,173.265,159.005,293.235,360.72,326.845,66.765,74.63
75.275,144.155,170.225,157.285,301.64,363.58,322.67,66.2,73.93
74.435,146.39,167.6,157.555,300.96,365.14,321.375,66.69,74.3
73.845,146.545,171.32,159.37,293.945,354.39,322.98,67.045,75.12
73.91,145.81,170.52,155.48,298.625,363.06,318.105,66.545,74.99
74.645,145.245,170.165,157.105,298.255,361.545,317.99,66.95,74.17
74.7,151.43,170.115,158.345,294.165,361.305,322.21,67.99,75.085
74.8,145.625,170.56,156.415,298.59,363.625,321.805,67.155,74.48
72.975,146.41,170.375,158.925,301.585,359.225,321.67,67.82,75.28
74.3,149.16,170.385,161.02,293.85,364.225,319.6,68.675,75.025
74.45,146.345,175.995,157.64,304.315,363.445,322.905,67.635,75.59
72.99,146.53,171.585,157.075,297.79,365.095,321.79,68.39,74.995
75.835,146.505,172.495,160.03,297.955,363.055,321.59,68.495,73.04
74.555,144.925,169.775,156.255,297.565,361.365,325.16,67.6,74.445
73.56,144.845,169.095,154.615,298.03,358.015,327.54,67.435,75.07
74.385,147.295,170.12,156.765,303.545,358.63,320.575,66.515,72.96
73.62,144.385,169.035,158.535,297.38,362.795,321.375,65.585,74.105
74.605,147.43,169.66,155.765,297.205,368.3,323.74,67.23,72.925
73.47,147.16,170.955,159.51,300.48,358.87,324.7,66.93,74.44
74.545,146.045,172.895,158.73,297.16,359.315,329.6,66.15,74.47
72.895,147.115,173.365,157.96,297.55,358.755,314.815,66.845,73.12
73.27,148.765,171.185,157.3,296.145,361.835,330.59,66.735,73.21
74.055,146.215,171.42,157.385,288.715,357.615,330.135,66.59,73.315
75.2,148.23,170.43,157.67,306.315,355.96,322.275,67.415,72.62
75.18,149.835,169.425,157.59,300.49,356.425,323.66,66.14,74.335
75.105,148.2,168.575,156.195,304.33,361.11,320.925,67.05,74.065
76.5,153.08,169.53,156.055,302.035,364.755,321.365,68.375,74.75
76.4,154.21,167.765,155.775,304.485,353.315,321.475,66.97,73.42
75.14,151.245,171.71,158.07,298.315,362.12,326.94,66.595,73.105
75.075,154.125,171.91,157.34,308.25,363.23,330.525,67.505,73.48
77.23,155.085,171.25,157.755,313.595,366.24,325.365,66.905,74.15
76.885,153.88,172.25,159.385,305.96,359.165,325.435,67.185,73.505
78.49,157.085,170.21,158.365,303.77,363.34,326.035,66.865,73.435
77.02,154.92,169.705,155.775,306.355,364.5,323.66,67.74,74.17
79.08,156.77,169.43,157.955,308.94,365.605,323.34,66.74,75.04
78.67,157.72,169.515,158.77,303.715,356.2,325.065,66.41,73.675
78.9,153.185,172.125,156.34,312.175,359.205,327.465,68.605,73.46
79.175,156.535,170.785,156.075,309.24,363.22,323.495,68.18,74.46
78.495,160.875,170.18,158.68,306.39,359.27,331.79,66.64,74.525
78.44,157.405,170.545,157.535,309.155,362.775,328.755,66.39,73.475
80.3,153.64,172.59,158.615,310.725,359.745,325.225,67.095,74.435
78.81,156.375,170.52,160.005,303.38,355.555,325.885,67.545,74.285
78.66,159.805,171.05,160,313.42,365.155,331.095,66.81,75.66
79.155,160.25,171.365,156.37,312.735,357.11,329.915,67.54,74.055
78.755,157.185,173.185,159.485,311.455,360.075,325.625,67.325,76.79
79.235,157.245,171.125,160.065,302.84,364,328.55,67.315,73.345
78.58,156.68,169.93,159.705,315.14,361.23,335.405,66.915,73.555
78.645,154.395,171.175,160.835,307.12,357.86,332.99,66.8,74.775
78.815,154.715,171.8,154.495,313.65,352.46,330.675,67.075,73.2
79.055,156.78,171.045,160.48,317.885,359.89,331.195,67.72,73.11
80.73,158.35,170.49,157.275,318.71,360.235,328,67.375,74.815
79.125,157.45,171.2,158.385,312.345,356.44,320.785,69.23,73.155
79.44,154.725,168.395,158.785,317.94,356.975,324.95,67.895,73.235
78.145,158.3,173.775,158.355,311.245,363.15,329.17,66.075,73.555
78.79,158.43,171.43,155.32,307.24,361.485,329.54,67.3,73.86
79.775,158.175,171.42,156.015,313.1,365.205,324.115,67.49,74.825
79.755,156.05,169.825,158.22,313.84,366.68,328.845,67.6,73.015
78.905,159.04,172.03,155.26,316.195,365.835,326.405,67.31,74.34
80.35,156.645,170.34,157.845,309.69,360.175,329.04,69.09,73.32
78.41,159.69,170.97,158.745,311.92,361.4,319.845,69.165,73.64
79.3,160.205,171.85,157.81,307.825,353.16,326.05,67.37,72.855
80.515,157.905,169.22,158.705,315.51,358.195,331.95,68.39,74.335
80.655,159.73,168.68,155.25,309.065,364.12,328.1,68.95,72.795
80.845,160.01,170.75,158.565,308.285,355.84,325.315,67.495,73.165
81.19,158.75,171.435,156.38,310.245,361.54,333.4,68.565,72.655
79.88,159.065,171.645,158.71,315.71,361.36,325.995,67.63,73.555
80.45,156.495,170.575,157.005,314.245,360.635,326.57,67.6,73.595
79.185,158.515,169.785,159.815,315.575,357.205,334.775,68.31,73.88
80.6,157.6,170.12,157.51,310.025,361.285,324.92,69.41,72.815
81.24,159.335,170.72,157.195,317.385,362.995,330.36,66.76,73.875
79.855,161.63,171.01,160.39,313.735,356.125,327.225,69.42,73.735
79.38,158.77,171.74,160.3,321.63,363.555,330.56,67.875,74.565
80.65,160.035,169.8,158.98,323.07,361.97,331.89,66.32,74.785
79.915,159.86,172.81,158.365,322.28,359.705,326.52,67.775,73.125
79.72,160.945,170.28,158.155,312.155,362.34,332.36,67.66,73.41
80.535,161.155,171.675,156.445,317.52,360.99,332.14,67.72,73.895
81.355,159.29,170.555,158,317.195,362.6,327.975,68.46,73.835
81.585,164.905,170.485,157.425,311.745,360.23,336,67.825,73.88
79.935,160.71,171.06,155.135,315.185,361.57,331.84,67.425,73.05
80.74,162.88,172.94,156.27,308.59,355.155,331.365,67.4,74.305
81.15,161.025,171.165,160.01,320.67,355.195,325.725,67.78,73.76
80.375,161.41,170.13,157.29,319.09,362.655,328.97,67.765,72.545
80.745,160.265,170.88,157.63,319.31,358.59,328.705,68.595,72.755
79.95,156.22,168.185,156.955,306.605,360.48,327.915,67.645,72.895
80.75,162.15,169.325,157.73,320.595,365.91,331.78,68.375,74.425
80.7,160.165,169.175,155.565,311.65,358.405,327.13,68.43,73.605
79.455,159.9,170.245,159.63,311.805,358.725,330.28,68.19,73.6
80.925,159.465,170.205,161.16,314.075,368.175,328.27,68.545,72.91
79.48,159.03,169.21,157.435,318.565,356.62,336.22,67.6,71.955
81.085,154.835,171.375,158.025,316.475,362.115,328.955,66.42,73.87
79.1,157.6,171.05,158.925,313.935,355.715,331.34,67.865,74.42
79.755,161.065,168.855,158.765,312.95,361.395,331.185,68.28,74.795
78.66,157.32,169.525,155.975,314.06,356.415,330.72,67.935,73.24
81.175,156.68,170.16,159.55,307.105,363.485,329.42,67.945,72.575
80.8,160.345,171.285,158.735,316.71,355.115,330.175,68.005,73.22
79.67,161.08,172.05,158.88,308.19,358.715,332.215,68.11,74.39
81.695,160.275,169.76,157.27,314.015,356.99,326.135,67.655,72.055
81.19,163.155,167.565,158.465,314.615,357.43,330.4,67.65,72.945
79.81,161.47,168.77,157.78,311.655,356.485,326.38,68.295,73.2
81.35,160.47,170.985,158.55,315.285,355.91,329.445,68.615,73.775
81.395,158.145,168.38,155.585,317.17,362.38,328.65,68.5,72.46
81.405,159.165,172.29,157.085,315.245,355.935,327.875,68.315,72.915
81.36,162.66,171.56,159.56,308.935,363.63,327.56,68.44,72.985
81.465,160.195,168.09,157.125,316.2,364.045,326.88,67.215,74.705
80.235,158.18,170.53,158.535,312.295,355.97,334.615,68.72,73.42
81.54,164.595,168.61,158.115,311.225,366.51,326.12,68.645,73.11
81.675,163.455,170.795,158,310.185,357.17,333.765,67.825,74.55
82.075,162.025,168.77,156.765,316.71,361.02,333.015,68.445,72.995
80.25,159.995,172.955,160.455,313.775,358.88,329.465,69.25,72.055
81.62,157.975,170.71,155.95,313.815,362.185,327.07,68.515,72.845
81.535,159.2,166.94,158.595,314.25,359.495,331.41,67.37,73.16
82.765,160.915,168.02,159.595,316.305,357.935,332.64,68.06,73.265
79.625,159.29,168.745,158.795,309.865,359.945,328.995,68.41,72.815
