SG:HS:LC,SG:LS:LC,SG:MS:LC,SG:LS:MC,SG:MS:MC,SG:HS:MC,SG:LS:HC,SG:MS:HC,SG:HS:HC,SG:VHS:LC,SG:VHS:MC,SG:VHS:HC
54.76,55.26,55.11,117.67,126.14,124.445,247.19,248.59,244.915,54.37,123.84,250.58
53.09,56.45,55.255,120.125,124.515,124.255,255.13,251.305,250.945,54.34,126.635,250.88
54.25,54.905,54.77,121.38,126.565,123.69,253.405,249.53,248.385,54.505,127.385,247.265
55.655,54.79,55.715,120.03,127.485,124.63,252.45,249.97,249.455,53.93,127.135,250.27
54.54,55.35,55.135,116.925,124.08,121.825,254.34,252.5,240.79,54.565,128.21,253.95
54.81,53.745,54.355,121.485,126.77,120.24,246.8,249.865,248.375,55.975,127.935,253.34
54.295,54.285,55.105,119.48,128.87,121.075,245.03,250.075,250.795,55.055,126.83,257.305
54.41,54.96,56.485,121.56,126.52,120.185,245.965,250.655,248.185,55.2,129.92,251.075
54.48,53.485,55.985,118.585,126.3,124.73,249.635,251.45,251.875,55.165,129.505,254.735
53.585,54.315,54.155,117.915,125.48,124.615,246.05,247.315,244.185,54.735,128.11,255.29
54.685,55.64,55.02,116.315,124.81,122.11,245.01,248.585,247.915,55.325,126.715,248.225
55.355,54.075,54.135,114.595,126.525,122.085,248.61,250.815,246.295,55.155,124.595,250.09
54.53,54.725,55.2,115.86,128.1,120.29,253.1,250.375,245.24,54.325,125.93,249.315
53.275,55.51,54.78,116.335,126.99,121.905,251.57,245.52,240.775,55.3,127.435,259.025
54.58,54.955,55.885,116.355,123.735,120.95,244.16,250.005,250.92,54.27,127.605,248.14
54.22,54.615,56.405,115.505,123.76,120.51,245.415,249.95,244.62,55.16,123.56,251.82
53.55,53.56,54.51,116.065,121.46,122.965,245.52,250.98,240.785,54.33,125.195,248.465
54.415,54.315,55.505,117.595,122.715,121.525,247.165,255.21,252.085,53.76,128.305,249.985
54.345,54.945,55.225,118.06,124.76,121.655,238.89,245.98,249.185,54.085,127.285,248.775
52.93,54.445,55.43,116.415,122.785,121.1,247.81,251.175,246.37,55.285,126.515,246.845
53.425,53.105,54.275,116.97,124.105,121.245,248.255,253.37,245.325,55.625,128.115,251.855
53.285,54.635,54.215,114.005,126.465,121.925,247.48,249.365,248.39,54.055,126.8,253.695
53.275,54.775,53.755,119.83,123.925,123.85,247.135,252.505,244.225,54.13,124.64,247.28
52.515,55.025,54.21,113.56,121.555,122.595,244.505,247.6,252.44,53.97,125.135,256.86
52.55,54.725,54.74,113.695,120.51,119.985,241.52,246.98,246.41,54.09,123.615,249.935
53.58,54.06,54.215,116.4,124.31,121.59,251.165,251.005,245.34,54.005,126.45,250.695
53.22,53.605,54.67,117.015,123.86,120.065,250.145,244.885,244.6,54.23,122.64,247.54
55.21,52.66,53.785,116.88,124.305,124.14,251.63,254.185,239.17,54.345,124.32,250.98
54.475,53.645,55.155,122.64,123.655,118.675,244.42,242.025,240.705,55.05,123.045,249.245
52.385,53.79,54.87,116.135,129.87,120.385,248.42,249.805,242.285,54.53,125.93,245.6
53.085,53.825,53.66,115.12,123.06,121.655,249.02,251.455,241.07,53.985,125.085,247.11
54.345,54.07,53.675,118.87,123.755,122.44,241.545,248.86,242.46,54.2,124.61,246.65
53.645,54.875,52.875,120.665,123.77,122.865,239.055,244.92,239.425,54.715,126.21,243.14
53.96,54.585,56.005,115.27,123.115,121.95,240.135,245.63,244.655,53.18,124.795,251.23
54.63,53.66,52.965,117.91,124.995,120.725,241.235,247.225,244.84,53.5,123.13,248.84
53.055,53.68,53.85,116.5,124.65,120.125,245.335,241.385,242.68,52.895,123.155,251.125
52.395,53.465,54.225,116.035,121.025,120.175,245.72,245.59,244.07,53.55,126.635,248.7
52.945,53.14,53.225,114,123.01,119.335,245.315,251.55,242.865,53.335,128.265,246.765
53.24,52.115,54.635,119.53,120.775,116.765,242.06,245.955,241.565,52.335,126.65,244.4
52.025,53.98,54.86,114.795,122.46,118.335,248.61,244.825,243.215,52.875,124.895,246.84
53.44,52.53,53.315,117.715,123.175,119.48,243.63,246.295,244.4,53.76,124.5,245.215
53.9,52.615,54.115,116.94,123.61,120.69,238.645,243.71,246.965,54.085,127.86,243.385
53.04,53.985,55.365,114.685,121.22,122.23,248.635,242.68,240.995,52.57,124.46,244.2
53.44,53.71,54.005,115.125,123.635,117.605,241.53,246.025,238.59,53.71,123.57,248.98
52.375,54.345,53.3,115.515,122.78,118.73,244.645,244.2,244.865,52.43,127.5,247.94
52.13,52.975,53.37,114.015,121.115,119.445,242.85,247.5,242.52,53.385,123.1,249.73
53.19,51.525,53.605,115.255,122.375,122.105,242.905,243.905,242.73,53.3,122.845,248.585
52.11,52.08,54.635,118.095,123.745,120.035,239.11,244.88,239.75,53.57,123.97,243.75
51.355,52.785,52.63,114.84,120.415,119.235,238.625,247.55,237.64,53.415,123.57,244.26
51.9,52.93,54.21,113.385,122.725,118.425,240.765,244.305,239.045,53.66,124.86,243.72
52.36,54.17,53.59,115.675,123.52,118.73,241.3,245.585,247.09,53.355,125.23,245.9
52.98,52.175,52.7,118.615,119.17,118.41,238.085,245.685,243.69,52.565,124.095,248.36
52.49,53.485,52.84,117.025,121.56,119.475,241.395,243.87,244.625,53.385,122.47,244.435
52.44,53.925,52.905,113.9,118.62,121.255,244.43,246.45,236.04,53.105,125.15,242.58
52.665,54.53,53.535,113.6,123.075,117.49,238.465,245.375,243.245,53.51,123.57,245.18
52.335,52.565,53.305,112.99,120.145,118.65,238.775,244.105,242.955,52.88,122.845,245.36
51.33,53.115,52.515,113.54,120.075,119.24,245.715,242.095,244.885,51.905,124.43,242.715
51.925,52.895,53.295,115.77,120.46,118.74,238.49,242.385,237.96,53.555,122.335,241.015
52.025,51.665,53.01,117.805,123.77,118.745,241.07,245.725,239.95,52.835,124.465,245.755
53.185,52.2,53.13,115.325,121.9,119.17,245.125,243.835,239.315,53.535,125.95,246.42
53.125,52.86,52.85,114.775,122.405,118.005,237.215,243.755,240.045,52.955,125.41,239.82
53.06,51.99,53.945,113.025,123.89,119.565,237.55,243.36,239.83,52.025,123.425,244.185
51.56,52.06,54.615,114.77,121.43,120.92,238.585,244.53,237.615,52.175,123.885,248.52
51.525,51.5,53.36,113.09,119.05,118.025,235.99,243.74,238.16,53.02,122.535,242.455
50.53,53.13,53.01,112.685,121.21,117.705,236.05,246.365,237.625,52.48,121.83,241.83
51.54,52.91,53.535,115.27,119.235,117.645,243.785,243.01,238.695,52.335,124.305,240.875
51.395,52.005,54.345,115.19,119.86,118.255,241.45,243.13,239.62,53.72,126.14,241.63
52.03,53.41,53.92,113.99,118.965,120.82,238.495,241.015,239.15,52.535,123.795,240.97
51.84,52.62,52.46,118.23,121.12,117.325,239.925,243.685,242.56,53.975,125.36,240.96
53.345,52.25,52.515,115.975,119.845,119.365,233.89,240.025,235.41,51.655,124.875,242.845
52.405,51.8,52.28,113.005,119.79,118.355,239.51,242.67,242.915,52.2,124.42,237.505
51.58,51.42,52.48,113.17,122.62,118.66,240.875,247,239.885,52.625,121.105,238.515
52.285,52.54,53.2,113.075,120.64,117.195,239.845,243.34,231.48,52.48,122.465,242.3
51.585,52.525,53.865,112.74,123.1,118.735,241.18,245,240.595,51.7,121.855,243.05
51.2,51.73,52.93,114.03,118.93,116.315,238.755,242.765,236.405,52.305,122.36,238.705
50.49,53.49,51.715,114.24,119.47,119.525,243.02,239.625,238.51,52.855,122.005,241.2
51.775,52.645,53.25,113.785,120.515,115.82,238.65,237.93,240.54,52.275,121.72,247.255
51.535,52.515,52.43,112.46,121.305,117.46,239.83,239.93,242.545,52.535,118.47,246.415
51.92,52.31,52.665,111.15,120.835,118.36,240.24,238.845,235.24,53.525,119.385,245.225
51.81,51.75,53.255,115.01,119.27,118.9,238.23,237.4,238.53,52.805,120.98,242.08
51.54,52.275,52.135,109.505,120.15,118.46,250.415,238.86,233.47,52.405,123.595,244.755
52.275,51.885,53.305,111.395,118.12,117.6,239.88,246.29,238.1,52.38,120.585,237
52.4,52.405,53.045,116.17,119.51,118.33,244.46,241.01,235.43,51.67,122.69,242.87
51.305,52.68,52.685,114.025,117.945,118.3,238.355,246,236.765,52.05,121.865,240.075
50.46,52.23,50.685,111.55,119.125,117.21,238.87,244.665,239.795,52.145,122,238.33
51.975,51.205,52.635,114.945,120.255,114.35,237.06,237.17,240.18,52.765,121.57,243.595
50.555,53.295,53.03,114.515,118.44,115.675,234.22,242.66,237.26,52.64,119.17,239.695
51.6,51.765,53.065,112.01,120.745,117.725,237.06,240.345,240.195,52.33,121.185,239.185
50.495,52.375,53.355,114.345,119.705,116.62,234.835,235.56,237.77,53.395,120.15,239.305
51.165,51.53,51.995,114.18,121.43,118.095,236.755,242.03,237.09,53.23,121.205,243.84
51.44,50.96,51.995,112.78,119.72,114.815,237.23,243.385,238.73,52.175,121.26,240.195
50.86,52.195,51.705,111.47,119.19,117.985,243.15,238.365,238.775,52.74,119.66,239.475
50.99,51.34,52.105,113.525,116.26,115.645,240.69,233.485,234.185,52.74,122.225,241.68
50.73,51.98,51.415,110.035,115.465,113.79,237.355,238.37,235.97,50.81,122.5,235.32
50.61,52.94,51.8,110.055,118.01,117.64,243.07,244.015,237.75,52.155,122.8,244.12
49.915,51.275,51.95,111.84,119.22,116.53,240.24,237.555,235.455,50.77,119.28,242.38
49.915,50.91,51.245,113.305,121.28,117.11,231.78,237.345,234.145,51.465,120.515,235.89
50.86,50.21,50.68,111.13,121.505,114.425,232.48,236.055,238.745,52.33,121.215,240.77
51.5,50.805,51.5,110.425,116.955,114.025,235.17,236.315,237.39,51.71,121.005,240.1
50.815,51.305,51.81,112.585,119.44,114.67,230.235,237.18,238.185,51.875,123.4,237.295
51.09,51.515,51.625,111.77,118.965,116.415,239.895,237.365,239.345,51.885,121.71,235.22
51.48,51.835,51.705,115.55,117.36,116.33,236.685,237.59,235.955,51.4,122.005,238.09
50.33,51.935,51.095,113.11,118.955,114.5,232.485,242.615,233.925,50.76,119.085,234.8
49.365,51.605,51.635,109.8,120.345,114.075,234.29,244.18,233.785,50.81,122.655,238.765
50.05,52.325,51.435,110.98,117.405,115.405,237.555,237.75,239.305,50.435,120.93,236.715
50.445,51.02,52.77,109.985,119.415,115.87,237.38,236.56,234.425,51.41,121.86,236.3
51.74,52.18,51.625,111.655,117.21,119.775,235.105,237.115,235.805,52.22,119.885,237.8
50.64,51.385,52.4,113.44,119.35,117.11,231.355,237.29,233.775,51.925,117.49,235.215
50.905,51.755,50.385,112.03,114.67,114.875,232.085,237.95,235.9,52.19,118.65,234.855
51.07,51.765,52.98,109.73,117.66,116.68,235.28,238.445,232.78,52.48,118.615,237.635
50.56,52.155,51.84,109.44,120.865,116.795,233.385,232.7,236.705,50.685,121.205,241.23
49.735,52.265,51.4,110.69,119.02,113.76,233.96,242.99,232.5,50.58,119.37,237.745
49.855,51.02,51.885,110.205,119.285,117.355,241.105,239.29,232.295,50.98,122.05,237.925
50.17,50.345,51.945,108.29,116.825,114.31,236.04,236.235,235.79,50.145,118.625,238.575
49.225,50.85,51.635,112.15,118.64,116.81,235.525,242.22,240.99,51.285,119,238.52
49.98,51.22,51.45,108.99,121.03,112.875,234.755,239.93,234.775,51.58,120.29,237.495
49.75,51.61,51.07,110.795,118.45,114.92,243.44,240.99,232.19,52.125,118.82,236.87
51.79,52.205,50.7,109.79,117.62,114.36,235.92,239.61,236,52.38,119.17,239.37
50.01,49.835,50.44,112.59,116.07,115.36,232.665,237.36,229.455,52.25,120.995,236.82
49.92,51.19,52.805,112.035,114.505,112.57,228.495,244.76,232.705,50.945,118.645,235.93
50.315,50.95,51.975,111.94,115.585,112.67,235.785,238.12,232.8,51.605,121.36,237.35
49.22,50.43,52.18,110.125,117.005,114.565,229.73,236.9,229.67,50.78,118.735,234.635
49.8,50.81,51.68,110.86,116.005,114.52,234.41,236.095,227.705,50.585,118.375,234.88
50.77,50.5,51.62,109.185,116.185,113.615,232.185,238.91,231.43,51.11,119.16,240.32
51.515,51.86,52.02,109.205,115.835,111.76,230.15,234.51,230.185,52.55,118.23,235.005
49.82,51.095,50.175,109.05,115.695,116.085,229.85,237.685,229.04,51.22,118.205,237.625
49.575,50.78,50.275,109.555,114.83,112.815,231.04,240.62,231.98,51.23,119.76,234.29
50.575,51.01,51.17,112.575,115.16,114.16,230.585,233.96,228.9,51.625,119.915,234.73
50.4,50.5,50.575,110.5,115.19,112.51,236.015,225.285,231.5,50.87,117.045,233.635
49.64,50.44,50.395,110.41,116.04,113.14,231.93,235.49,233.07,51.105,117.495,239.69
49.3,49.855,51.33,110.29,114.33,114.465,238.585,230.75,230.07,50.91,117.94,237.145
50.065,50.445,51.93,106.995,114.33,112.57,237.08,237.695,231.08,51.185,117.475,233.405
49.6,50.71,51.775,111.795,115.31,114.28,233.92,235.53,232.43,51.105,120.21,235.41
50.425,49.725,51.46,108.345,115.815,111.395,223.84,231.565,226.465,50.095,119.015,234.38
50.13,52.035,50.755,111.565,117.195,112.595,231.175,240.01,233.425,51.49,120.225,235.6
48.775,50.88,49.74,112.22,113.995,111.21,230.15,232,227.34,50.635,119.11,240.535
49.175,51.1,50.295,110.645,116.44,115.86,232.78,230.035,229.46,51.03,117.935,239.31
49.88,50.59,51.05,110.56,113.9,113.565,230.115,234.54,231.255,51.27,118.84,236.905
48.475,50.445,51.615,107.82,116.45,113.205,228.53,239.52,232.88,49.74,117.215,234.18
48.735,51.165,51.96,107.115,117.53,112.345,227.285,231.79,230.78,50.795,119.6,238.585
49.275,51.5,52.13,106.675,117.39,113.315,232.275,232.305,228.86,51.34,118.57,236.27
48.79,51.13,50.725,110.395,116.135,114.845,233.825,231.705,222.41,50.83,118.325,236.055
50.54,50.665,51.955,108.43,113.535,111.885,231.55,238.735,234.45,50.22,118.465,231.53
49.38,49.86,50.18,109.18,113.825,113.995,232.185,241.045,229.705,51.07,118.42,236.97
49.15,51.48,50.935,107.43,116.925,114.405,233.535,234.93,232.515,50.66,119.29,234.015
49.47,49.71,49.82,107.685,116.74,112.34,230.245,236.335,226.52,50.01,117.875,232.785
49.06,51.42,51.56,108.01,117.71,112.785,232.625,230.015,226.195,51.185,119.765,234.285
50.585,48.4,50.43,110.175,115.655,111.59,226.965,232.905,226.91,50.18,117.185,232.615
49.895,50.635,49.73,107.42,116.655,114.06,230.56,231.335,231.275,50.19,117.705,232.885
48.76,49.84,49.88,111.375,116.015,113.37,230.56,224.55,231.485,50.905,118.75,229.695
49.23,49.3,49.73,108.075,113.73,111.655,228.18,233.905,232.065,50.045,118.515,232.275
50.165,49.39,51.35,109.135,114.545,113.105,231.285,233.63,228.895,50.15,118.17,234.14
48.775,50.05,52.215,107.47,114.165,111.08,226.97,236.045,227.855,50.025,117.855,231.31
50.155,48.98,51.26,108.265,113.32,112.845,230.94,230.17,235.315,50.96,117.755,235.67
49.4,49.735,50.835,107.6,113.89,110.91,229.435,232.735,224.305,50.03,117.72,231.685
48.715,50.1,50.22,108.885,115.275,110.08,227.475,228.625,233.115,51.06,117.175,230.95
49.165,49.24,50.415,107.345,116.57,111.575,226.155,227.175,229.16,50.475,116.845,234.795
49.02,50.225,50.975,109.28,116.17,109.67,234.885,228.315,222.455,50.8,117.68,233.245
48.735,49.07,49.805,107.445,115.85,116.52,223.845,225.655,232.515,50.98,118.19,229.6
49.26,48.955,49.91,106.53,113.075,115.22,225.76,223.165,224.16,49.825,115.71,233.945
48.85,49.96,49.965,110.305,114.99,111.69,225.485,227.42,225.75,49.885,115.695,230.815
49.335,49.33,51.365,108.205,114.9,112.79,236.505,230.075,229.14,49.11,113.305,231.48
48.435,50.115,49.45,110.765,116.155,112.04,232.48,234.68,229.655,49.62,117.765,235.755
48.91,49.79,49.405,107.825,114.26,113.295,236.13,230.675,231.68,50.12,118.33,232.37
48.015,50.11,49.99,108.95,116.765,112.94,228.5,227.42,223.955,50.075,116.21,231.7
48.3,49.095,50.74,108.235,113.305,109.36,226.59,224.9,226.465,50.42,118.1,233.42
48.575,49,50.45,106.055,115.745,112.395,232.905,227.14,224.995,50.475,118.84,228.79
47.89,50.22,49.52,105.475,111.21,111.055,223.52,231.905,223.9,50.385,116.02,234.925
48.545,48.5,50.02,108.315,113.335,114.795,225.575,229.02,221.235,50.43,117.155,229.73
48.385,49.335,49.23,104.41,111.32,113.49,228.385,230.745,229.295,50.845,118.525,234.235
48.59,49.585,49.695,105.765,112.825,111.225,227.705,226.88,232.55,50.515,116.94,231.64
49.38,48.625,50.775,106.695,113.91,110.795,229.225,229.455,225.715,50.6,115.85,232.93
48.78,49.15,51.085,107.235,116.51,108.295,226.435,224.42,229.425,49.6,118.42,229.24
49.915,49.415,50.745,104.96,114.885,109.825,229.12,233.205,230.085,50.335,118.01,228.415
48.18,49.1,50.89,105.38,114.09,110.215,230.575,232.125,226.45,50.02,115.04,226.225
48.65,49.185,52.18,106.3,114.085,108.735,228.41,230.585,224.945,48.775,115.01,228.165
49.19,48.765,50.58,109.725,114.085,113.56,233.6,236.3,226.13,49.68,114.965,230.925
48.375,50.23,50.765,108.375,111.205,112.835,227.5,233.39,230.1,50.315,116.2,230.44
48.005,49.1,50.05,107.235,114.905,111.825,227.25,227.875,229.64,49.59,115.43,231.48
47.395,48.35,49.455,106.05,113.96,112.72,223.72,226.56,228.445,50.505,113.805,231.435
48.325,49.635,49.915,107.285,116.27,110.26,224.615,229.935,227.68,49.17,115.765,231.915
48.78,50.07,48.075,107.795,113.26,109.36,227.425,229.875,227.645,49.35,115.775,231.705
48.12,49.555,48.415,108.75,114.14,110.375,222.83,227.9,224.855,50.34,115,230.58
49.365,48.22,49.47,107.035,114.08,113.325,224.62,233.33,227.7,49.925,115.52,231.82
48.505,48.205,50.825,105.395,113.43,109.675,225.205,230.505,228.85,49.115,116.385,227.535
49.535,48.595,49.46,106.235,114.2,111.62,231.545,226.23,223.09,49.055,115.505,228.865
47.89,49.54,49.615,105.87,116.145,110.025,222.23,226.105,220.495,49.8,111.825,230.36
49.19,49.38,50.315,107.465,112.875,109.045,223.305,226.04,226.945,48.2,115.18,224.58
47.505,48.7,48.73,108.145,112.74,111.69,226.09,219.97,223.3,49.92,115.11,228.045
48.265,48.605,49.665,108.175,112.695,109.745,224.875,226.135,230.87,49.76,113.88,226.06
48.335,48.37,49.035,108.12,111.94,107.44,225.705,228.13,226.875,50.295,115.655,231.055
47.155,49.405,50.015,106.79,113.765,109.88,227.16,227.34,224,49.12,114.82,228.225
48.19,50.275,50.135,105.625,113.525,111.825,228.795,228.74,221.04,49.445,116.185,230.265
48.005,48.505,49.455,107.035,111.7,109.57,228.74,225.865,225.45,49.02,116.99,232.42
48.46,48.625,48.705,102.97,115.345,111.175,225.615,230.08,228.5,49.675,116.535,232.795
47.6,48.44,48.74,107.47,113.085,110.83,226.345,225.835,232.725,49.79,110.9,226.465
48.76,48.695,49.45,106.8,111.71,109.46,226.175,228.475,225.87,51.065,114.13,225.635
47.99,48.855,50.22,105.2,114.745,109.375,227.84,228.085,227.245,49.335,114.34,233.645
47.345,47.965,48.935,110.04,111.72,111.025,232.3,225.865,223.705,49.655,116.89,227.445
47.46,48.565,48.66,104.465,110.985,110.4,224.865,226.205,226.27,49.545,117.16,227.175
46.995,50.015,49.265,105.02,113.735,109.945,226.99,226.29,225.635,49.31,114.735,232.375
48.29,49.43,49.375,103.975,111.39,108.865,225.705,226.975,220.605,48.945,114.145,227.265
47.565,47.79,48.43,104.08,113.765,110.165,225.685,228.26,223.295,48.66,114.705,228.56
48.125,48.01,48.75,104.685,108.9,109.33,225.4,228.135,223.975,49.085,113.865,228.515
47.755,47.555,48.585,106.15,115.29,109.735,228.985,226.585,227.49,48.98,114.62,227.715
47.95,48.475,49.705,107.005,110.19,108.97,222.345,232.39,221.54,48.815,112.995,228.545
47.405,49.11,49.63,107.69,111.74,109.495,226.11,224.155,221.205,48.92,114.47,228.045
47.02,47.83,48.675,104.79,111.73,108.82,222.46,228.215,224.33,48.615,115.885,228.635
46.91,48.775,49.515,103.455,108.875,107.69,226.5,226.555,223.64,49.145,115.07,227.06
46.795,49.61,49.125,103.735,109.685,111.3,224.88,231.67,223.59,49.49,115.535,223.225
48.045,48.15,49.76,104.385,112.73,106.545,221.155,224.875,222.025,49.36,114.1,224.34
47.71,47.91,47.56,107.095,111.31,107.965,228.575,228.465,221.905,49.22,116.075,223.505
47.415,48.65,48.855,102.665,110.78,107.835,224.6,226.085,220.605,48.465,114.06,226.005
47.475,49.13,47.12,106.155,108.92,110.185,221.69,225.615,228.525,48.325,114.3,222.535
48.015,48.75,48.14,103.575,111.935,108.98,229.115,227.905,221.1,48.755,111.6,222.545
46.715,47.48,48.21,104.14,111.095,108.535,221.055,226.17,220.94,49.43,112.105,230.25
47.64,47.58,48.945,104.515,114.22,110.335,221.945,224.675,226.87,48.15,115.675,226.405
47.675,48.44,48.655,104.165,109.715,109.435,221.77,230.18,226.32,48.98,112.88,222.96
48.05,47.965,49.895,104.7,114.27,110.77,222.595,225.055,223.905,49.375,112.38,224.56
46.85,46.63,47.17,103.41,111.49,110.38,220.445,225.655,217.735,49.32,112.55,227.125
46.645,47.93,48.465,102.305,113.03,109.72,221.785,225.23,222.825,48.51,113.42,227.15
48.325,48.01,49.165,101.72,110.23,108.23,216.875,222.725,214.655,49.025,114.37,225.85
47.035,47.195,49.475,103.035,112.58,109.595,217.02,218.615,222.135,48.905,112.69,226.89
46.525,47.185,48.815,104.875,110.31,108.68,222.265,223.715,221.59,48.665,113.725,220.37
47.755,46.45,48.605,103.015,109.675,106.39,217.785,227.31,221.165,47.425,113.47,226.45
46.765,46.305,48.955,102.29,111.655,108.31,219.515,220.665,221.105,47.915,112.835,221.89
47.085,47.735,48.625,102.555,110.37,108.07,226.91,217.16,222.055,48.74,112.54,224.785
46.665,48.41,48.825,104.305,111.955,107.245,221.75,223.48,221.47,47.29,111.795,226.44
47.3,47.34,48.475,103.4,112.33,108.445,220.255,226.16,224.155,48.375,115.595,227.795
47.54,48.405,49.075,105.83,109.615,108.625,218.735,224.905,226.33,48.27,114.72,226.66
46.465,47.97,47.84,103.975,109.185,109.79,221.95,227.465,220.475,48.805,114.34,229.53
47.64,48.72,47.87,103.785,110.76,108.48,220.67,224.63,220.055,48.145,113.025,222.795
46.45,47.68,48.365,102.85,112.07,106.95,218.215,220.255,224.015,47.84,111.805,224.32
47.655,47.885,48.385,101.135,110.775,106.355,218.635,224.67,216.795,48.315,113.585,222.345
47.335,47.865,46.715,105.07,111.28,107.97,222.52,221.765,219.56,48.395,113.565,220.1
47.46,48.03,47.66,106.61,109.59,108.47,219.22,225.095,223.395,48.66,114.935,225.175
47.495,47.75,47.32,103.685,110.025,108.61,222.265,221.295,220.955,48.845,110.255,229.905
47.11,47.825,47.82,106.265,112.37,107.82,223.58,222.74,217.205,47.4,111.37,225.335
46.2,48.065,47.285,106.675,109.23,107.84,221.25,228.48,224.215,48.015,113.465,223.125
46.145,47.09,48.015,103.445,107.78,108.175,221.305,225.37,222.91,47.84,113.39,227.355
47.145,48.06,48.945,102.575,112.76,108.145,215.385,220.185,219.875,48.675,115.36,227.18
45.905,48.24,49.625,104.755,111.615,109.66,224.465,221.99,217.015,49.265,111.43,225.395
45.775,46.995,49.16,104.47,111.765,110.16,222.03,222.67,219.12,48.775,113.445,219.7
46.21,48.31,49.155,100.145,112.04,108.555,218.345,221.145,221.7,47.55,110.095,221.485
46.625,46.28,48.12,101.875,112.665,106.9,222.665,219.295,223.145,47.9,110.87,222.225
46.055,47.94,48.02,104.92,110.63,107.46,217.765,224.53,219.495,48.365,111.565,228.12
46.36,46.69,47.175,104.46,106.4,108.23,217.445,224.615,222.165,48.335,110.185,220.82
46.44,47.315,47.95,101.575,107.12,110.25,218.635,228.5,217.22,47.715,114.5,224.76
47.61,46.41,47.15,99.02,109.04,107.005,224.655,219.015,220.08,47.295,113.105,225.835
46.235,46.465,48.53,105.055,108.665,107.185,220.89,216.675,218.755,47.975,113.65,226
46.465,47.96,47.295,103.37,109.64,106.36,220.33,218.155,217.345,48.045,114.76,220.85
46.19,47.365,48.07,104.42,108.9,105.235,216.235,222.15,217.27,49.49,111.65,220.34
46.455,48.08,47.345,103.365,109.015,106.44,223.9,216.62,216.195,49.575,111.86,224.835
46.515,46.34,49.895,103.55,109.625,106.315,213.96,222.24,216.57,47.66,113.43,217.96
46.28,47.13,48.81,103.695,108.42,105.22,219.615,222.17,220.26,47.83,112.525,222.51
47.685,47.405,48.645,103.3,107.41,106.88,217.925,225.235,221.24,47.82,110.945,224.23
46.1,47.46,47.005,104.12,110.045,105.715,220.13,218.245,215.55,46.66,112.57,224.335
46.53,46.895,48.41,103.885,107.645,108.05,217.27,220.91,214.02,47.38,112.165,221.655
45.78,47.795,48.915,103.23,111.695,105.865,210.97,217.31,218.79,48.365,112.25,217.14
45.265,47.455,47.18,102.445,109.705,105.61,218.885,222.18,219.06,47.375,112.05,221.38
46.18,46.26,47.425,101.995,106.77,104.695,217.795,221.975,228.84,48.635,113.22,223.775
47.06,46.9,47.555,100.755,109.55,107.405,217.19,219.525,218.695,47.765,113.86,222.96
45.775,45.96,48.24,103.31,108.32,107.77,224.785,218.15,217.5,47.76,111.42,224.485
45.79,46.63,48.035,105.25,108.595,106.49,215.655,220.74,218.4,47.805,111.91,220.67
45.505,46.86,47.74,103.63,110.285,104.215,222.615,228.395,217.82,46.93,113.725,222.255
46.125,47.285,47.485,101.72,108.43,105.73,220.7,223.62,218.22,47.62,111.605,226.15
45.995,46.25,48.785,102.07,109.17,104.32,216.475,224.04,217.64,47.56,111.7,221.94
47.255,47.345,47.69,102.71,109.325,108.945,215.51,223.02,218.465,47.835,109.51,217.82
45.67,47.42,47.28,103.34,107.84,106.215,217.91,218.49,212.115,47.385,109.8,220.35
46.06,46.825,47.145,105.59,108.02,107.985,220.115,217.285,215.78,46.73,111.96,218.125
46.49,46.755,47.52,102.655,108.32,105.575,218.79,224.685,216.79,47.555,110.485,220.12
45.33,47.44,47.635,102.56,107.725,106.84,219.48,218.33,220.385,47.715,111.645,215.59
46.03,46.865,46.695,103,111.215,107.055,220.705,229.33,212.475,47.67,111.36,222.53
46.39,46.115,46.865,102.165,109.6,105.525,214.71,223.625,215.88,47.69,111.005,221.31
46.495,47.23,46.21,102.425,108.655,105.04,216.565,219.905,219.23,47.26,109.74,221.415
46.735,47.995,46.755,102.185,108.84,105.98,215.89,218.16,219.12,46.99,112.055,215.02
46.615,47.585,46.485,101.905,108.795,109.12,221.17,223.82,216.485,48.62,111.71,221.395
45.615,46.725,47.325,103.105,107.24,104.18,216.995,218.02,216.805,46.955,111.71,222.135
44.71,46.48,47.2,101.69,108.505,106.415,217.69,218.32,213.57,47.08,112.835,218.725
45.79,46.145,47.71,101.405,107.535,107.21,217.105,217.53,221.1,46.945,111.74,221.735
45.36,45.45,46.19,101.825,109.39,104.605,214.85,220.85,217.15,47.945,111.11,225.795
45.39,45.97,47.555,102.8,109.265,106.72,216.395,220.315,216.2,47.65,110.26,224.29
45.715,46.74,47.54,101.83,108.355,104.65,217.995,223.655,216.665,47.145,110.18,218.79
46.065,46.35,46.7,101.205,110.3,104.13,218.35,218.265,221.665,47.36,111.36,219.91
46.585,46.285,46.745,102.545,108.1,103.3,215.325,214.98,220.335,47.27,109.335,218.435
45.555,46.075,46.61,100.995,109.08,105.75,214.8,219.615,218.055,47.675,111.435,220.575
45.555,47.245,47.425,103.395,110.385,105.63,214.095,221.745,217.475,46.295,111.23,216.015
45.295,46.455,46.625,104.415,109.505,105.4,219.93,214.955,212.725,46.3,112.88,216.87
44.925,47.5,46.885,101.44,106.44,106.61,220.635,221.075,214.98,47.08,110.94,223.435
