SG:HS:LC,SG:LS:LC,SG:MS:LC,SG:LS:MC,SG:MS:MC,SG:HS:MC,SG:LS:HC,SG:MS:HC,SG:HS:HC,SG:VHS:LC,SG:VHS:MC,SG:VHS:HC
40.425,42.595,43.67,92.47,99.455,96.52,195.645,207.46,200.295,41.105,99.51,198.01
40.015,41.665,42.55,91.47,98.9,93.455,197.875,198.765,199.7,41.905,98.145,194.175
39.795,41.63,42.605,93.115,96.26,94.825,198.59,199.64,197.875,41.605,96.46,196.61
40.785,41.99,41.6,93.385,97.705,95.475,198.47,201.11,200.97,41.435,98.385,195.54
39.135,41.455,41.075,90.45,98.64,95.435,200.1,203.135,198.29,41.405,98.39,195.86
38.855,41.985,41.78,91.745,98.935,95.145,203.145,204.105,196.89,41.76,97.155,194.785
39.34,42.135,42.325,91.135,99.555,95.025,197.52,197.335,196.885,41.76,99.83,195.955
40.145,41.595,42.12,90.92,97.86,94.1,196.37,202.2,199.475,41.27,98.325,194.435
40.03,41.89,42.21,89.275,98.105,95.86,202.955,199.65,195.77,41.13,96.53,196.12
39.57,41.15,41.765,90.615,100,95.11,196.485,200.93,197.59,41.9,98.145,194.73
40.11,41.495,42.06,92.925,100.73,94.69,192.305,199.39,196.625,42.225,97.89,198.655
39.185,41.02,41.845,91.64,99.075,94.7,195.285,199.505,200.685,41.34,99.235,194.26
39.905,41.485,42.025,91.67,98.73,94.355,194.12,197.28,196.01,41.845,98.42,192.325
39.335,41.815,41.88,90.53,99.25,94.37,192.665,199.29,193.145,41.26,98.56,196.155
39.095,41.785,41.61,91.865,99.8,95.555,197.445,202.185,194.685,41.1,98.22,196.655
38.61,40.525,41.76,90.62,100.425,95.46,195.89,201.205,198.58,42.025,95.485,191.855
38.88,41.36,41.91,91.97,98.645,94.415,196.725,201.15,197.895,41.39,96.71,195.33
38.865,41.135,41.59,91.71,99.52,93.63,197.035,201.28,192.13,42.395,100.355,192.96
38.745,41.965,41.81,88.355,96.825,94.725,195.575,201.35,196.505,41.445,98.76,193.3
38.95,42.185,41.77,91.62,98.795,95.1,200.95,200.995,197.625,41.705,98.965,193.885
39.675,42.42,41.965,90.27,97.955,95.085,195.855,198.735,196.02,41.36,97.24,194.6
38.3,40.73,42.095,91.655,98.565,93.78,197.705,198.19,192.86,42.295,96.94,195.3
38.735,41.27,41.695,92.495,98.805,91.52,193.825,200.025,194.285,42.505,97.475,194.23
39.09,41.68,40.715,91.01,97.98,92.825,196.855,201.29,198.545,41.49,96.9,193.93
38.585,41.475,41.17,89.47,97.54,94.875,196.96,201.95,196.62,41.45,97.755,190.55
40.29,41.645,41.485,90.68,97.59,97.075,193.835,203.355,194.515,41.045,97.81,192.43
38.97,40.95,42.095,92.16,99.36,93.83,194.42,200.32,199.03,41.2,95.615,194.675
39.39,40.775,42.05,92.265,96.785,93.475,195.485,199.38,196.415,40.3,97.345,194.4
39.065,41.055,42.05,90.985,95.765,93.735,197.195,201.51,194.8,41.25,98.255,193.55
38.74,41.085,42.395,91.675,98.985,95.18,197.185,200.845,198.275,41.44,99.77,195.45
39.38,40.825,41.805,90.89,100.745,93.565,195.35,194.82,193.16,41.415,101.39,195.45
39.18,41.975,42.52,91.95,97.55,94.565,195.3,197.64,196.24,41.32,96.945,193.855
39.025,41.6,41.455,90.625,98.565,94.22,196.09,201.455,195.44,41.54,96.6,190.025
38.435,40.765,41.365,90.745,98.005,93.625,193.28,200.405,192.955,40.345,96.445,192.045
39.095,41.35,41.495,90.39,98.075,95.025,193.18,202.98,196.06,41.305,98.26,194.33
38.91,41.21,40.77,91.18,96.93,95.755,195.865,199.445,196.355,41.035,97.46,190.51
39.805,40.835,41.665,89.405,98.53,94.355,192.95,198.16,193.605,40.735,97.98,190.4
38.92,41.055,41.415,89.27,96.925,93.55,196.45,201.39,195.29,41.095,97.66,194.995
38.885,41.13,41.39,89.535,97.3,89.57,197.025,194.875,194.555,40.91,96.43,193.69
39.05,41.09,40.46,87.71,99.32,93.765,195.545,199.11,197.3,40.345,97.405,193.235
39.17,41.27,41.44,90.34,97.045,91.805,195.385,202.485,190.57,40.6,95.82,194.21
39.02,41.73,41.81,89.8,98.355,91.19,194.375,201.01,195.425,41.12,98.03,195.42
39.045,40.93,41.185,89.19,97.31,94.11,194.31,200.96,194.075,40.405,97.365,191.43
38.745,40.38,41.95,89.8,98.42,93.485,191.44,197.335,191.335,41.075,94.295,196.53
39.47,40.965,40.78,90.015,96.445,93.145,196.32,198.69,195.835,41.325,97.165,194.96
39.065,40.62,41.37,90.765,98.395,94.525,192.775,197.69,190.685,40.335,94.305,195.24
38.945,41.015,41.855,91.05,95.77,92.455,195.745,202.125,193.88,41.295,97.93,192.44
39.51,41.65,42.27,89.355,96.385,91.7,194.545,198.91,195.565,41.03,94.99,195.405
38.62,41.84,41.18,89.815,96.69,93.08,193.64,200.71,195.805,41.4,95.99,188.065
39.19,41.07,41.535,91.655,93.77,93.505,192.825,195.425,195.95,41.12,96.4,192.905
38.52,39.84,42.09,90.455,97.075,95.545,196.1,198.285,193.01,41.42,96.115,191.635
39.335,40.645,41.155,91.05,100.59,91.245,195.5,195.665,192.825,41.815,97.32,193.74
38.465,40.99,41.23,91.645,99.29,92.385,195.24,201.73,196.415,40.645,96.895,194.15
38.88,40.835,42.095,89.99,97.03,92.725,196.48,197.03,198.405,40.295,97.705,192.685
38.705,40.08,41.06,88.74,95.21,93.795,194.655,203.23,195.925,40.48,96.88,194.685
39.4,40.965,40.5,89.57,96.15,95.805,195.205,204.445,200.845,41.29,95.73,192.225
38.845,41.29,40.555,92.52,97.42,92.165,194.475,196.56,195.17,40.995,95.1,195.77
39.04,40.48,40.7,90.71,98.59,91.315,196.38,199.765,192.465,41.245,97.48,192.79
38.62,40.24,41.15,91.355,95.995,93.225,192.465,199.45,193.445,41.095,97.98,190.785
39.27,40.18,41.4,91.62,95.615,91.925,198.265,197.945,191.02,41.38,99.26,193.955
38.65,41.6,41.385,91.465,96.505,93.575,196.855,198.68,194.06,40.485,97.345,192.15
38.14,41.16,41.425,89.09,95.85,92.44,193.48,198.01,192.435,41.165,98.535,191.78
38.84,40.76,41.4,90.315,95.05,92.71,191.455,201.725,193.125,40.14,97.8,190.435
39.07,41.22,40.575,89.37,96.555,92.765,194.675,197.61,195.335,40.455,98.35,192.555
39,40.46,40.075,89.81,99.33,95.255,197.19,198.635,195.825,40.88,95.095,192.42
38.16,40.375,40.02,90.38,95.97,91.945,196.085,200.865,190.845,41.39,96.045,191.82
38.39,40.885,41.87,89.905,95.41,93.48,195.065,197.065,190.28,41.225,96.49,191.44
37.92,40.455,40.215,90.245,98.07,92.625,199.105,193.125,192.14,40.79,97.735,192.675
39.12,40.34,41.355,89.48,96.625,92.335,196.87,192.745,194.31,40.61,95.925,193.94
39.02,41.245,40.455,87.355,98.205,91.225,194.885,199,193.695,40.53,96.6,189.875
38.295,40.5,41.685,88.465,98.08,91.76,195.835,199.325,193.265,41.355,96.315,195.205
38.24,40.6,41.095,91.235,95.015,90.685,195.58,198.09,196.245,40.555,96.105,192.995
38.14,40.195,41.13,88.175,95.265,91.53,191.445,196.535,189.285,40.345,98.46,193.635
37.72,40.885,40.55,86.97,96.775,93.095,191.25,198.12,187.105,40.885,96.19,189.445
38.04,40.57,40.835,89.98,94.23,92.74,193.87,193.18,194.515,40.5,96,192.06
38.905,40.075,40.735,89.505,96.12,91.365,197.005,199.61,195.295,40.085,95.435,192.87
38.14,40.545,40,89.725,95.035,92.27,192.93,198.43,189.97,39.605,97.19,192.815
38.94,39.93,41.02,89.46,96.56,93.39,196.845,197.84,195.655,40.59,93.865,192.725
38.685,40.19,40.755,88.2,95.06,91.615,190.285,195.29,195.015,40.445,95.86,194.17
38.19,41,40.635,89.03,95.785,92.235,189.66,199.095,190.7,40.235,97.38,191.865
37.98,40.045,40.78,88.43,96.065,91.42,191.845,193.71,191.095,40.37,94.65,189.99
38.18,40.865,42.085,87.655,92.685,91.58,194.59,199.215,188.9,41.215,95.82,189.13
38.09,40.675,40.03,89.83,94.19,92.455,194.12,196.015,194.01,40.545,95.405,191.445
38.4,40.235,41.405,87.86,96.08,93.23,195.77,195.125,195.445,41.12,97.315,190.88
38.935,39.56,40.32,87.73,95.76,91.745,193.77,193.995,194.15,39.97,95.45,191.38
38.17,39.86,41.035,89.175,95.775,93.105,190.8,192.13,191.72,40.265,95.19,190.335
38.7,39.955,40.99,89.05,96.46,92.18,191.88,195.195,192.675,40.555,96.18,193.055
37.895,40.25,40.37,87.75,96.02,92.135,193.605,197.85,193.705,40.21,93.42,190.39
37.73,40.235,41.1,88.725,95.735,91.375,195.3,198.72,193.085,40.195,95.29,189.67
38.16,39.885,39.85,88.87,95.505,90.17,190.96,194.71,188.8,40.475,94.67,189.785
38.27,39.95,40.83,88.48,94.89,91.375,192.05,201.165,191.035,39.545,94.875,188.12
38.705,41.655,40.86,89.88,97.145,91.795,195.145,196.78,191.715,41.23,96.06,188.605
37.575,40.61,40.905,89.335,96.415,90.245,193.4,194.675,188.625,40.96,97.025,192.075
38.285,39.82,39.655,87.855,97.175,91.3,192.515,197.26,193.16,40.32,97.75,191.43
37.505,40.445,40.96,88.57,95.595,91.44,193.17,193.14,196.715,40.42,96.35,189.4
37.545,39.83,40.115,88.54,94.63,93.015,192.07,193.095,188.515,39.46,96.865,193.805
37.425,40.61,40.93,86.875,96.605,91.71,190.42,193.685,191.33,41.24,94.73,191.325
37.575,41.35,40.97,87.435,95.315,93.065,192.615,195.52,191.005,40.37,96.095,190.97
37.285,40.095,40.095,88.505,97.87,91.39,197.12,199.395,192.11,39.61,95.855,192.11
37.885,40.055,40.32,90.905,95.87,90.5,196.525,197.525,186.2,40.39,94.3,188.715
37.74,40.72,40.585,88.755,94.335,89.62,196.73,195.995,189.98,39.39,95.545,189.62
38.81,39.805,39.915,88.265,95.765,91.02,193.975,193.255,189.865,40.545,94.85,191.36
37.78,39.985,40.93,89.475,94.955,92.125,191.155,192.31,195.95,40.015,95.015,193.565
37.375,40.25,40.18,88.64,95.4,94.11,190.295,198.76,192.75,39.835,93.535,187.93
37.725,39.575,39.64,90.025,94.85,90.96,188.665,197.11,194.16,40.16,93.49,189.52
37.795,39.69,40.15,90.34,96.88,90.875,188.86,196.39,187.93,40.65,96.895,188.365
38.63,39.67,39.47,88.295,95.41,93.4,192.045,194.145,187.9,39.93,95.89,190.195
37.25,40.11,40.515,89.285,95.355,90.785,192.415,191.475,189.06,39.945,92.785,189.125
37.625,39.59,40.435,89.985,94.15,90.855,189.875,197.325,192.54,39.71,95.905,192.07
37.57,39.7,39.915,87.75,94.925,91.11,191.075,197.955,191.54,39.83,94.385,188.73
37.55,39.765,40.32,87.13,97.09,92.395,195.79,194.44,188.03,39.815,94.18,189.085
36.785,40.165,39.805,87.835,93.305,89.835,191.89,196.1,191.765,39.41,94.36,189.42
37.515,40.82,39.8,87.64,95.035,91.59,191.875,192.94,194.265,39.935,95.83,188.605
37.635,40.925,39.765,89.285,93.835,92.35,188.21,195.83,189.405,39.405,96.025,188.075
37.425,38.94,39.68,87.405,93.56,88.66,190.54,199.57,191.64,40.29,94.62,187.54
38.635,38.73,40.755,89.51,94.53,92.44,190.81,196.935,194.26,39.745,96.095,189.59
37.42,40.09,39.915,90,96.04,89.94,189.255,198.735,189.405,39.385,94.295,185.87
37.935,39.86,39.145,88.915,94.885,92.33,192.245,193.295,186.09,39.39,93.96,188.435
36.97,39.7,40.43,89.225,92.755,89.715,190.27,196.955,194.955,40.15,92.765,190.655
37.445,39.89,40.28,89.295,95.58,90.63,188.935,198.7,194.865,39.22,95.025,187.15
37.81,39.605,40.06,87.405,93.905,90.77,192.5,195.73,191.175,39.605,94.9,190.25
37.745,39.2,40.12,86.415,93.975,90.935,190.62,198.405,190.565,40.225,93.675,189.09
37.63,38.69,39.625,85.125,95.325,92.835,190.06,194.585,187.015,39.685,93.185,186.505
37.86,40.155,39.51,89.78,92.335,90.235,192.275,194.36,189.665,39.625,97.44,188.285
37.895,39.44,39.435,87.565,93.37,89.79,191.96,193,186.765,39.99,91.78,189.64
37.025,38.995,40.315,88.15,94.29,90.355,189.02,195.555,190,38.75,95.335,190.05
37.17,39.835,40.495,88.06,94.91,90.16,188.495,195.235,189.66,38.63,94.035,191.065
37.35,38.765,39.99,87.21,94.365,92.43,189.92,193.495,189.49,40.36,94.96,193.025
37.625,39.315,39.96,86.85,93.69,89.535,192.925,199.775,190.315,39.005,92.865,186.825
37.225,39.535,39.845,88.06,92,91.39,192.665,196.91,195.97,39.38,95.21,188.79
37.695,40.06,39.655,85.905,95.185,88.085,188.52,197.765,191.045,39.66,93.67,187.075
37.95,39.32,40.705,87.85,93.495,91.37,188.28,190.835,190.97,40.615,94.445,191.155
37.05,38.695,39.985,88.6,93.08,90.945,189.395,196.02,189.795,39.47,93.55,190.725
37.275,39.07,39.015,88.835,94.73,90.555,188.02,196.545,188.065,40.425,93.37,185.23
37.71,38.235,40.125,89.49,94.67,89.995,185.87,191.9,189.46,39.825,94.195,188.405
37.31,39.495,40.305,87.35,95.74,88.16,185.98,188.645,188.645,39.4,92.855,186.81
37.02,39.35,40.29,86.065,93.65,90.3,187.635,190.02,190.505,39.96,93.46,185.88
36.825,39.415,39.76,88.35,94.525,88.545,189.035,194.845,195.18,39.45,93.485,190.295
37.79,40.045,40.54,87.115,94.13,89.8,188.535,196.865,189.115,39.62,93.155,190.07
37.045,40.3,39.985,86.305,92.75,89.015,194.865,194.175,191.92,39.29,94.965,189.25
37.515,39.375,39.885,87.62,95.495,88.76,189.6,194.115,188.85,39.52,92.915,186.68
36.46,39.95,39.16,86.375,93.585,90.505,187.72,196.375,189.53,39.47,94.07,189.535
37.41,39.545,39.635,86.47,94.14,89.05,190.68,197.12,186.15,39.44,93.72,186.16
37.025,39.705,39.465,86.855,93.455,88.6,185.905,188.975,190.18,38.555,94.805,189.015
37.685,39.49,39.3,86.305,93.71,90.39,187.085,191.12,189.865,39.08,93.37,186.3
36.39,40.465,39.725,86.98,95.105,89.79,191.725,196.57,186.91,39.75,94.695,185.89
37.3,40.25,40.04,85.635,94.025,91.075,190.505,194.615,186.08,40.085,94.205,187.665
37.23,38.57,39.695,87.49,95.14,90.045,185.73,190.295,184.8,38.92,94.575,185.625
36.69,39.77,39.22,86.205,92.67,89.925,187.89,189.745,192.63,39.49,93.385,186.13
36.4,39.31,39.53,85.955,94.965,88.885,187.93,193.11,189.965,39.2,93.62,187.67
37.635,39.105,40.675,87.34,93.69,88.845,186.355,192.785,184.875,39.205,94.005,186.885
36.845,39.735,39.895,88.14,92.84,90.4,187.215,193.165,188.065,38.87,93.255,186.895
37.165,38.805,39.79,86.46,93.74,89.72,190.055,192.98,188.44,39.47,92.48,186.44
37.13,38.74,39.66,86.975,91.36,89.425,190.07,191.355,187.285,39.44,92.515,187.62
37.205,38.905,39.73,87.06,91.835,89.08,185.68,191.4,185.935,39.45,94.795,188.365
37.03,38.58,38.735,85.725,94.32,89.86,187.655,194.1,190.035,39.53,95.565,189.785
36.945,39.265,38.275,87.77,95.245,89.405,187.475,191.465,185.82,38.725,93.62,188.78
36.275,39.495,39.04,89.235,93.55,88.635,187.995,191.045,187.835,39.885,93.975,187.085
37.53,39.54,39.195,87.955,92.025,90.045,189.645,191.105,188.635,39.525,94.23,189.785
37.02,39.55,39.45,86.345,92.445,88.49,185.425,192.39,188.495,38.705,93.33,187.495
36.62,38.75,39.45,87.305,92.645,88.81,187.12,194.565,186.33,38.39,93.44,184.1
36.565,38.88,38.86,86.46,92.095,89.42,185.615,193.87,189.195,38.27,93.53,185.48
36.615,38.885,40.035,86.575,93.19,90.51,185.345,195.165,189.65,39.475,93.07,186.285
37.02,38.93,39.855,85.61,94.415,88.725,186.645,190.04,187.78,39.3,92.445,186.565
36.585,40.265,39.375,86.5,93.02,86.79,185.805,195.4,187.07,39.005,93.79,188.99
35.87,39.005,39.995,86.2,93.365,90.595,188.23,196.41,188.715,39.38,94.055,186.825
36.215,38.89,38.995,86.255,94.94,88.115,183.975,191.87,192.435,38.98,93.63,186.66
37.04,38.52,39.475,85.1,94.895,91.67,185.855,192.765,187.01,38.84,94.025,182.02
36.47,38.435,39.07,87.16,92.4,88.525,187.02,194.37,188.145,39.01,93.535,185.08
36.81,38.095,38.335,86.51,92.32,90.605,183.65,192.475,191.145,38.79,93.115,186.91
35.845,38.495,39.51,86.29,93.04,90.635,186.6,193.68,185.905,39.71,93.655,186.19
36.83,38.75,38.79,85.085,92.205,90.405,189.05,195.17,185.585,39.35,90.62,187.175
36.885,39.47,39.155,86.125,91.84,89.205,182.8,191.8,186.85,38.575,92.42,188.175
35.94,38.63,39.175,87.41,94.545,86.875,186.045,190.76,185.335,38.815,92.52,185.195
36.815,39.04,38.405,84.38,92.7,89.96,184.415,193.91,186.065,39.36,91.885,185.44
36.995,38.67,38.665,83.84,90.745,87.66,193.86,191.27,187.915,38.745,92.455,189.905
36.895,38.95,38.745,84.055,92.75,90.2,189.76,193.81,189.145,38.555,92.96,187.945
36.89,38.815,38.67,84.755,93.375,89.065,188.005,191.345,189.735,39.205,92.33,183.285
36.925,38.7,39.305,84.56,93.12,90.18,185.9,192.12,190.14,38.615,93.155,182.025
36.075,39.015,38.79,86.165,92.435,90.18,185.715,190.855,188.5,38.745,91.33,187.76
36.995,38.775,38.765,86.8,91.445,87.62,183.695,193.835,188.515,39.045,92.52,187.14
36.605,38.725,39.035,87.15,92.525,87.67,183.12,193.155,187.45,38.535,91.445,183.115
36.76,37.975,38.91,85.67,93.85,88.16,191.5,190.8,184.89,37.945,93.53,185.075
36.595,38.55,38.155,85.81,94.205,88.58,187.745,186.69,185.565,39.665,92.21,184.445
36.265,38.535,39.24,84.875,92.81,87.085,189.59,191.455,184.92,39.475,93.325,182.89
36.225,38.45,38.475,85.45,92.12,87.79,183.985,188.295,183.24,38.975,94.115,184.48
36.31,38.97,38.48,83.625,92.585,87.51,184.835,193.615,186.685,39.015,91.97,181.99
36.405,38.43,38.665,85.825,91.545,87.085,187.205,191.82,185.25,38.745,91.315,183.87
37.13,38.56,38.385,84.67,90.215,89.425,186.2,192.96,185.055,38.745,94.505,186.195
36.96,38.49,39.33,86.33,91.21,87.785,185.645,193.09,188.06,38.895,91.12,187.035
36.815,37.73,38.275,85.08,91.485,89.07,183.36,191.915,186.12,38.98,92.47,186.915
36.945,38.75,38.405,87.485,90.215,90.2,189.7,187.54,184.32,38.23,93.285,184.825
36.47,38.765,39.62,85.275,90.65,88.445,187.215,188.345,184.545,38.725,91.64,183.795
35.97,37.595,38.3,86.065,91.635,87.755,187.165,190.64,183.82,39.15,94.44,184.08
36.14,38.865,38.38,83.51,93.005,87.145,187.19,187.6,185.28,38.245,93.42,181.89
36.605,37.86,38.61,84.255,90.735,89.26,188.53,184.845,186.88,39.17,92.395,182.815
36.185,38.315,38.955,83.835,90.38,87.79,189.14,191.55,185.735,38.895,92.48,182.895
36.59,38.9,39.315,85.64,90,89.89,184.565,190.5,185.56,38.435,91.93,181.75
36.145,38.625,38.3,85.355,92.9,89.77,183.985,189.3,185.52,38.555,93.375,183.83
36.305,37.735,39.085,84.575,92.895,89.985,184.195,189.66,186.935,38.785,92.145,183.655
36.95,38,38.265,84.73,91.165,88.39,183.045,189.56,184.84,38.555,92.785,182.7
36.57,38.475,38.925,85.45,91.8,90.085,182.71,188.585,184.105,39.27,92.37,184.74
35.505,37.96,38.45,85.235,89.91,86.355,187.375,189.67,186.41,38.855,93.81,185.6
35.73,38.255,38.145,84.37,93.76,88.195,187.84,190.03,186.42,39.09,92.755,181.825
35.625,38.44,39.465,84.45,91.83,89.205,187.055,190.22,185.94,38.47,92.735,183.63
36.49,37.785,38.63,83.095,92.175,88.025,183.075,190.775,187.595,38.255,91.395,182.77
35.51,37.615,39.045,86.705,90.565,88.055,185.905,189.75,183.66,38.415,91.335,181.91
36.725,39.025,38.735,85.31,92.48,87.025,186.04,194.685,182.015,39.715,92.35,180.64
36.025,37.97,38.24,86.615,91.96,88.655,189.35,190.38,185.43,38.245,91.91,182.125
36.575,38.35,38.34,86.66,89.64,86.74,181.55,192.115,185.89,38.97,93.06,182.15
36.1,38.065,38.915,84.615,93.745,87.405,182.92,188.13,187.01,39.055,90.735,184.775
35.465,37.995,38.095,85.155,91.62,86.47,183.375,184.43,184.45,38.39,90.395,185.3
35.215,37.54,38.23,84.4,90.045,87.57,183.135,189.105,181.8,38.35,93.015,181.97
35.465,37.875,38.3,83.78,91.605,88.615,181.71,187.23,185.36,38.175,90.43,182
36.38,38.545,37.735,83.87,91.155,86.15,185.525,194.51,190.275,38.735,91.315,182.57
35.54,37.78,38.67,84.21,92.175,88.67,182.79,189.92,189.6,38.305,92.935,185.45
36.105,38.385,37.78,83.145,91.41,87.945,184.505,193.54,180.935,38.425,92.735,179.48
36.005,38.885,38.735,84.825,91.16,88.995,189.12,192.685,185.855,38.5,90.425,179.865
35.465,38.335,37.32,85.645,91.475,86.5,186.2,189.655,186.265,37.99,89.935,182.595
36.12,37.74,38.115,84.74,90.07,87.625,186.975,187.8,185.89,39.065,91.22,179.195
35.515,38.37,38.625,83.76,89.48,86.545,179.78,192.165,186.115,38.17,92.225,184.52
35.825,37.96,37.515,84.665,90.155,86.92,184.66,188.455,183.015,38.525,90.745,182.395
36.1,37.65,38.39,85.2,91.08,86.8,182.32,192.225,182.025,39.04,91.74,179.695
35.99,38.19,38.155,85.16,90.79,85.2,183.64,190.84,185.3,38.62,92.605,180.87
35.425,38.12,38.565,83.895,90.165,86.83,183.425,192.57,182.325,38.345,90.64,181.715
35.835,37.265,37.8,84.62,91.16,86.325,180.12,184.92,186.295,38.88,91.715,178.69
36.44,37.495,37.43,84.695,91.59,88.435,181.915,189.75,183.215,38.26,92.725,182.12
35.565,38.18,37.87,83.965,89.33,87.825,179.48,188.625,182.57,38.31,91.135,182.765
35.155,37.48,38.02,82.51,88.09,86.89,183.02,188.885,180.205,38.59,91.135,183.4
35.18,37.77,38.185,83.665,91.605,88.195,182.395,187.3,181.045,38.25,89.22,178.52
35.385,38.415,37.925,83.895,90.08,86.09,182.445,184.815,179.495,38.43,88.48,185.275
35.93,37.535,38.525,83.965,91.865,87.525,181.035,189.155,184.11,38.735,90.45,182.155
36.095,38,38.1,83.3,89.735,88.43,183.805,186,180.82,37.97,91.265,180.975
35.595,37.705,37.745,82.11,90.65,87.985,184.89,187.555,180.79,37.745,91.605,181.945
35.36,37.795,38.37,84.655,92.43,87.895,180.82,186.2,184.53,38.43,88.98,179.945
35.575,37.295,38.015,83.18,89.47,86.795,179.47,186.21,182.9,37.61,91.485,180.655
35.85,38.535,38.64,81.915,90.13,88.795,182.62,187.1,181.125,37.625,91.485,178.095
35.425,37.955,37.71,83,90.58,88.715,182.455,181.945,182.31,38.035,90.12,182
35.395,38.035,38.01,83.655,90.755,85.665,181.055,187.655,179.245,38.545,90.79,184.46
35.855,37.01,38.075,82.265,91.055,86.67,182.425,185.845,184.62,38.02,91.075,179.625
35.96,37.695,38.975,84.165,87.875,87.385,184.92,186.245,184.08,38.285,90.545,181.36
35.385,38.045,38.675,81.765,91.525,86.845,182.045,185.28,184.46,38.435,91.66,181.43
35.69,37.495,37.72,83.285,90.93,87.235,183.6,186.27,186.22,37.775,92.185,180.615
36.385,37.395,36.87,83.79,92.48,86.675,182.16,186.11,180.74,37.62,90.275,181.825
35.6,37.065,37.585,84.295,90.02,86.335,183.04,188.025,179.475,37.52,89.36,179.355
35.405,36.905,37.3,82.29,88.475,86.725,179.19,189.165,184.09,37.52,89.715,180.85
35.195,37.05,37.34,84.125,88.87,86.92,183.695,187.78,179.625,37.965,90.665,181.09
35.265,37.165,37.55,84.8,87.44,87.965,183.96,189.58,183.61,37.78,90.14,181.07
35.015,37.63,37.81,83.355,89.595,85.815,180.96,190.655,180.155,37.85,90.575,181.575
35.275,38.06,37.2,82.64,89.735,86.745,178.95,185.29,180.995,38.125,89.23,183.025
35.43,37.515,37.88,83.59,90.23,86.05,181.34,186.575,180.325,38.265,89.865,179.215
35.48,37.73,37.8,83.595,89.84,87.505,181.52,189.575,181.51,37.675,89.465,181.1
35.095,37.14,38.66,84.06,90.925,86.815,182.5,185.315,186.16,38.375,89.295,179.745
35.125,37.495,38.185,82.12,90.025,84.49,182.285,190.43,181.105,37.615,90.06,185.525
35.57,37.17,37.475,83.795,87.19,85.6,180.67,188.865,182.245,38.76,90,178.22
35.685,37.505,37.415,83.875,89.17,85.98,179.305,185.205,184.655,37.85,90.535,182.865
35.33,37.66,37.87,82.765,88.7,85.82,180.095,190.205,182.12,37.3,91.35,183.335
35.385,36.465,37.485,85.215,88.79,88.265,183.51,185.115,184.445,38.14,92.655,179.885
35.92,37.475,37.235,82.94,88.685,85.83,186.255,187.04,180.68,38.015,90.525,179.7
34.99,36.95,37.37,82.76,89.5,86.35,180.82,187.14,183.25,38.17,90.26,180.735
35.12,37.345,37.7,82.645,90.47,87.45,180.265,190.81,180.725,37.2,89.71,179.725
35.005,36.79,38.415,82.61,90.095,85.94,182.545,188.16,184.38,37.56,89.41,181.735
34.735,37.445,37.635,84.56,91.09,86.74,179.795,187.375,182.28,37.095,89.35,177.68
34.995,37.37,37.225,84.38,89.92,87.5,182.085,185.825,184.39,37.29,88.605,178.73
35.19,36.085,37.315,81.195,89.26,84.705,179.94,189.89,185.27,38.045,89.975,180.585
34.85,36.865,38.005,83.61,90.005,88.225,182.015,186.76,184.255,37.52,91.67,181.325
35.315,37.015,37,81.75,89.03,88.45,184.87,190.3,182.215,37.53,93.28,180.145
34.505,36.76,37.345,83.22,89.955,86.535,177.19,184.8,181.27,37.525,89.76,177.85
34.71,37.855,37.305,82.77,89.86,85.595,180.22,187.845,181.115,38.07,89.58,180.41
35.17,37.43,37.34,82.94,89.31,85.26,182.985,182.75,182.19,37.525,91.62,180.375
34.92,36.685,38.1,83.22,89.66,86.955,180.275,186.54,180.315,38.68,93.08,181.04
35.04,37.205,38.01,82.32,87.345,86.71,180.545,187.345,184.97,37.52,91.7,180.32
34.72,37.225,37.175,81.94,88.565,86.125,185.56,182.925,183.42,37.375,90.44,182.74
35.46,36.965,36.88,82.6,88.855,86.49,178.71,186.01,181.95,37.315,90.385,178.775
35.62,37.615,36.97,82.47,88.66,87.415,180.64,186.785,178.06,37.56,89.26,179.485
35.61,37.655,37.64,81.825,88.495,86.165,178.475,185.03,183.735,37.94,89.565,177.96
35.045,37.31,37.33,80.785,91.01,85.49,182.255,186.655,178.87,38,91.015,179.865
36.08,36.215,37.445,80.935,89.215,85.25,181.645,183.065,181.595,37.645,88.4,183.17
34.96,37.085,36.89,81.075,88.6,86.475,181.56,186.855,182.98,38.35,89.615,179.09
34.44,36.925,37.005,81.905,88.615,86.355,179.46,186.745,181.785,36.97,90.95,178.285
34.485,36.605,37.755,81.63,86.915,86.33,183.095,184.985,180.015,37.43,91.625,177.875
34.445,37.4,37.245,82.18,87.8,84.585,178.225,184.93,180.96,37.545,90.14,179.24
34.525,36.86,37.46,81.87,88.645,86.035,179.085,184.045,181.785,37.325,89.42,179.04
35.075,36.755,37.265,81.66,88.625,84.865,181.15,188.895,180.405,36.835,89.805,180.955
35.18,37.07,36.91,81.91,87.495,84.095,178.78,184.635,179.91,36.925,90.25,173.625
34.785,36.29,37.105,82.395,88.29,86.595,185.165,183.275,183.225,37.275,89.53,176.195
34.36,36.675,36.605,81.07,89.6,86.15,180.99,182.66,181.94,37.12,90.385,178.9
35.02,37.36,36.825,80.53,89.495,83.33,176.27,186.935,181.3,37.115,89.34,177.205
35.285,36.705,38.08,82.04,87.92,85.25,180.25,186.685,186.17,37.225,88.52,177.585
34.835,36.105,36.705,81.125,86.835,85.49,178.045,184.885,183.605,37.52,88.85,179.365
