G:LS:LC,G:MS:LC,G:HS:LC,G:LS:MC,G:MS:MC,G:HS:MC,G:LS:HC,G:MS:HC,G:VHS:HC*,G:VHS:LC,G:VHS:MC,G:VHS:HC
34.78806808,32.72008394,36.415,82.4,76.685,69.635,165.415,159.13,156.71,37.435,86.655,161.03
35.38209617,32.81124032,36.32,81.925,78.605,70.025,167.615,155.015,158.72,36.95,87.415,160.54
34.0260506,33.0799208,35.785,79.815,77.68,70.75,171.275,156.665,159.515,37.03,87.13,163.645
35.01203239,32.59366753,36.43,82.64,78.305,69.09,164.795,157.67,157.505,36.545,87.47,160.51
34.76515365,32.94724985,36.305,82.525,77.52,69.82,168.2,157.145,159.64,37.595,86.005,161.215
34.97063316,32.95228989,37.13,82.53,76.98,69.885,169.235,156.75,156.725,37.085,87.74,164.175
34.67902736,32.96407235,36.34,80.42,78.86,70.2,166.005,157.835,156.815,37.575,87.155,161.5
34.7862285,32.67098572,36.425,81.53,77.03,69.56,163.725,159.41,160.49,36.14,85.555,160.995
35.19395302,32.94091543,36.135,81.59,78.95,71.32,166.2,156.38,156.985,36.1,87.16,160.55
35.72558466,32.46119584,36.105,81.185,76.715,70.82,168.945,154.955,159.91,36.225,87.96,164.285
35.40390441,32.5253274,36.355,82.24,77.69,70.73,164.795,155.905,160.005,36.7,88.465,161.955
34.73178376,32.56735297,36.195,82.385,77.73,70.55,163.775,153.62,156.955,37.395,88.645,160.41
35.85188985,33.03730109,36.18,80.62,76.74,69.975,164.8,161.485,156.505,36.88,86.81,164.28
35.02257313,32.37419322,36.615,81.04,78.37,71.295,167.64,158.175,157.955,37.02,87.145,164.705
35.7965071,32.50640937,36.545,80.03,77.72,70.745,167.75,157.085,157.19,36.64,87.075,164.405
35.06327233,33.04833958,36.135,81.18,76.915,69.76,168.245,158.53,155.47,36.13,86.795,162.43
34.60888193,33.62679128,35.925,80.55,75.805,70.03,164.675,156.47,159.09,36.625,86.89,159.78
34.86814014,32.84813952,36.185,82.43,75.23,69.59,166.75,156.93,153.26,37.07,86.68,161.005
34.63913808,32.19859691,36.425,81.23,76.9,69.275,166.73,153.845,154.7,37.19,85.245,164.105
34.21213837,32.6305,36.075,82.4,76.145,69.74,164.06,154.11,156.165,36.93,87.245,160.415
34.73218545,32.53044638,35.63,81.78,76.295,68.765,164.96,152.365,156.18,36.035,86.93,162.605
34.48995087,32.54954619,35.86,81.695,78.61,69.105,160.005,155.535,152.715,36.28,88.2,160.91
34.24957133,32.55072569,35.855,83.44,76.38,69.21,162.495,156.385,155.905,36.77,85.965,161.755
34.76043895,32.47182091,36.435,82.085,77.275,69.375,167.585,158.51,154.465,36.245,86.3,161.14
34.24504323,32.62457909,35.815,81.775,75.785,69.275,162.965,154.91,154.175,35.965,86.685,160.21
34.01385174,32.38943837,35.635,80.835,77.79,67.19,165.015,155.38,154.95,36.5,86.15,163.875
34.35529497,32.27634373,35.455,82.055,76.13,68.685,166.99,156.265,154.59,37.02,86.76,159.56
34.79290937,32.66195857,35.49,81.85,76.275,68.335,165.62,155.845,153.41,36.71,84.8,161.895
34.54120729,31.88605831,35.85,81.81,76.23,69.21,165.425,154.48,152.82,36.88,85.46,160.69
34.68854443,32.02279521,35.925,81.2,74.25,69.095,163.945,155.06,153.26,36.195,85.8,162.825
34.4876103,31.73322388,35.25,81.12,76.185,69.235,164.885,156.25,152.745,36.7,86.56,160.945
33.74909125,32.0566899,35.88,80.31,75.96,67.97,163.86,153.205,153.945,36.35,85.225,161.885
34.59299414,32.69993991,36.39,81.71,75.195,68.275,164.93,153.96,153.275,36.76,84.73,161.405
34.6037018,31.59979404,35.365,79.025,74.85,69.42,163.32,154.015,154.705,36.685,86.815,157.7
33.89966564,32.22136299,35.865,81.525,75.225,68.3,163.255,155.365,155.515,35.93,85.645,156.17
33.6942495,32.01294599,35.9,81.835,77.05,69.61,161.87,155.725,150.865,36.35,86.25,158.865
33.83664149,31.90793905,36.135,81.215,75.72,67.31,160.225,154.68,151.675,35.75,86.285,157.24
33.65676434,32.23729071,35.54,78.56,75.57,66.15,160.81,153.82,153.415,36.05,86.83,158.99
33.69766659,32.28406493,34.875,80.57,75.625,68.165,162.36,154.375,152.965,35.905,85.45,160.275
34.37742868,32.37818815,35.6,81.055,76.14,68.06,160.825,155.35,150.14,36.975,84.39,157.01
33.72972633,31.40413763,34.925,80.915,75.175,67.06,164.97,153.875,156.48,36.76,85.985,158.11
33.88062242,32.20944639,35.405,80.05,75.105,67.175,165.215,155.48,156.39,36.46,85.385,159.075
34.84327316,32.11709334,35.185,80.04,76.235,66.92,159.545,151.795,153.635,35.89,84.825,157.32
33.54559515,32.23385392,35.085,77.67,74.77,67.11,161.905,153.825,153.88,35.695,85.21,157.585
33.70066548,31.82534386,35.41,79.53,74.89,67.2,163.555,154.19,150.11,35.555,86.385,157.575
34.28719588,31.40500222,35.265,77.91,72.535,67.045,162.565,152.565,150.06,35.395,84.48,158.88
34.13321428,31.19017164,35.94,78.945,74.925,66.88,159.165,154.655,150.54,35.785,84.85,161.45
33.34640317,31.55691709,35.41,78.285,75.385,67.11,165.96,151.895,149.16,36.1,85.985,158.425
34.06249569,31.48079969,35.36,79,74.74,67.72,161.745,153.265,149.855,36.395,84.49,160.99
33.40507757,31.80369735,35.04,77.815,75.48,66.27,157.685,152.53,150.61,36.39,84.975,158.895
33.60312719,31.58533545,35.265,79.335,73.93,67.01,162.155,151.16,151.375,34.92,84.82,156.99
33.16949616,31.4650792,35,79.96,75.1,66.02,163.175,150.235,150.265,35.585,84.73,159.99
33.65676715,31.32119191,35.34,78.735,73.86,67.165,158.805,150.89,150.44,35.13,84.965,158.73
33.09651554,31.33388349,35.205,79.06,74.4,66.755,158.835,154.495,152.57,35.75,83.475,158.14
33.50114711,31.80886582,35.02,79.89,73.78,68.645,160.81,151.98,151.505,35.755,85.01,158.325
33.6349749,31.04176461,35.105,78.215,75.585,66.48,163.76,150.58,152.02,35.635,85.32,158.395
33.78485028,31.45501592,34.885,77.61,75.565,66.72,159.08,151.34,148.68,36.235,84.87,160.435
32.07260588,30.55915178,35.145,77.26,74.335,67.27,163.05,151.655,152.39,35.37,84.35,159.265
32.16413126,31.19284278,34.895,76.505,73.84,66.12,154.03,152.31,152.15,35.39,85.435,156.945
31.65785065,31.43724126,34.91,76.62,73.01,66.905,150.085,148.955,149.615,35.71,84.61,156.84
32.44052915,31.56355164,35.155,77.35,73.565,67.71,153.195,152.06,151.045,36.105,83.86,157.005
32.03852607,31.98107846,35.78,77.89,74.085,67.715,150.95,151.325,149.755,35.895,85.05,154.73
32.34466795,32.16766619,35.105,75.775,75.11,67.055,153.045,147.51,153,35.96,85.42,157.355
32.1798773,31.99983137,35.51,78.845,74.925,66.9,150.665,148.925,148.795,35.685,86.39,158.785
31.94107677,31.12940786,35.5,77.665,73.36,66.995,155.285,151.155,148.825,35.625,85.83,158.2
31.53404784,31.52090436,35.21,75.805,73.76,68.375,150.66,152.21,147.985,35.61,84.825,157.94
32.43098912,31.31903755,34.99,76.015,73.04,67.875,154.455,152.76,145.475,35.145,85.03,157.845
32.31652263,31.60299841,35.76,76.97,74.485,67.18,151.2,149.555,149.095,35.235,85.24,155.655
31.97011187,31.61521953,35.195,76.415,73.48,66.84,156.375,150.795,148.01,35.465,85,154.94
31.8554148,31.01758605,35.125,75.99,73.8,66.715,154.625,151.22,148.76,35.3,85.45,156.575
32.36978516,31.81835666,35.395,76.505,74.76,67.64,149.11,151.305,146.37,35.42,84.205,156.745
31.81092991,31.02587611,35.115,75.625,72.905,68.005,147.725,149.32,147.19,35.43,85.66,154.755
32.05946408,31.53251068,34.67,75.67,73.54,67.32,151.69,147.84,143.435,34.59,85.87,158.505
31.55966798,32.35385019,35.045,76.17,74.235,67.185,149.485,152.135,148.14,35.67,84.015,156.405
31.81527641,31.75325153,34.985,75.73,74.425,67.55,152.74,150.44,145.465,34.74,85.825,155.375
31.86237238,31.64325367,36.145,76.78,73.935,68.425,153.415,150.895,147.45,35.555,83.78,153.59
31.83831898,31.59226105,34.885,76.65,73.48,66.465,151.905,148.7,149.11,35.595,84.665,158.125
32.11157743,31.01519435,35.15,74.85,74.24,67.24,151.65,150.04,146.785,35.365,83.875,156.935
31.94426777,31.2377434,34.85,75.635,73.38,66.78,150.55,148.025,147.065,35.715,84.495,158.335
32.08161543,31.65474735,35.3,77.455,73.89,66.36,152.095,152.305,145.28,35.86,84.31,155.1
31.59595503,31.45073058,34.66,74.755,73.455,66.82,152.205,149.835,146.025,35.525,85.17,155.48
32.10685452,31.06366511,34.765,76.09,73.575,67.46,149.61,152.745,147.885,35.52,83.92,153.81
32.21041261,31.06148921,35.77,75.285,72.565,66.155,152.105,149.125,147.985,35.715,83.36,157.505
32.09887735,30.75305208,35.61,76.125,72.455,64.875,150.29,148.72,146.635,34.685,82.91,156.08
31.59618009,30.94074589,35.155,73.98,72.635,66.94,148.755,148.545,146.295,34.775,83.98,155.895
31.45453263,31.31481637,35.63,73.905,73.925,67.255,149.415,146.765,148.1,34.725,82.87,153.85
32.08222532,30.94236142,34.95,74.035,72.795,67.27,150.885,150.775,149.35,34.87,83.44,154.54
31.75736419,30.3836842,35.425,75.765,72.255,65.09,152.49,148.695,147.875,35.04,84.42,157.065
31.87625005,30.55492756,35.64,75.275,72.67,65.875,148.63,147.205,148.66,34.905,84.42,155.465
32.54594452,31.15854404,34.93,75.36,73.36,66.205,147.83,148.445,148.68,34.47,84.115,153.78
32.10910051,31.30319334,34.435,74.295,72.63,65.555,148.95,150.145,144.975,35.17,81.985,155.245
31.46215769,30.9724216,34.89,75.95,73.835,66.525,149.895,148.98,146.405,35.365,83.575,154.375
31.57525919,31.07918707,34.82,74.725,72.88,64.73,148.69,147.135,150.28,34.955,83.535,153.825
31.56250739,30.87832664,34.88,75.29,72.825,65.17,149.825,148.205,147.51,34.87,83.345,156.845
32.011106,30.4996924,35.125,75.205,74,66.15,150.31,150.715,149.54,35.03,83.31,155.555
31.36161487,31.31705048,35.415,75.8,70.495,66.64,149.315,148.285,146.63,34.9,83.09,154.69
31.41257821,31.3431037,34.71,75.045,73.29,66.1,144.07,146.505,146.35,34.76,82.615,156.33
31.46347035,30.57412879,34.505,75.935,73.675,66.715,151.355,147.79,146.69,34.6,82.43,155.375
31.70178747,30.71507865,35.16,73.23,72.18,66.715,152.71,143.49,144.665,34.215,82.67,154.575
31.26346969,30.82177059,35.035,75.545,70.365,66.4,147.715,146.945,146.35,34.78,83.07,153.72
31.45504465,31.26828359,34.785,75.6,73.525,67.485,150.61,148.88,144.965,34.45,82.975,153.94
31.09578066,31.10597777,34.47,74.705,70.865,65.94,147.75,145.655,146.845,34.875,83.3,153.06
31.20427166,30.23849017,34.25,74.645,72.975,65.21,149.32,147.64,144.74,34.365,83.56,151.51
30.77877891,29.93807705,34.535,73.57,71.57,65.295,146.7,149.115,148.5,34.425,82.615,152.7
31.11865476,30.31122165,34.95,73.79,71.795,65.785,149.415,147.35,145.585,35.245,82.205,150.525
31.43908965,31.35441077,34.94,75.03,72.345,65.895,150.53,147.075,144.335,34.44,82.435,154.915
31.15366562,30.35611816,34.705,74.385,73.8,66.475,148.64,146.845,145.48,34.115,82.415,149.33
30.75307055,30.7252922,34.805,74.405,71.69,65.08,145.905,147.87,145.245,35.1,82.265,153.225
31.19407285,30.68525486,33.965,73.89,71.36,67.01,147.255,148.765,145.64,34.38,82.96,154.74
31.20753659,30.26719194,34.57,73.09,70.29,66.005,148.845,145.86,146.595,34.27,82.42,151.655
30.72687098,29.96933587,35.04,73.69,72.34,64.915,147.485,145.73,144.915,34.83,82.195,155.055
31.25463385,30.41478474,34.305,74.02,71.23,65.63,149.445,144.75,147.12,34.29,82.805,153.9
30.63019996,30.17010774,34.395,74.4,72.095,64.61,147.295,148.465,146.36,34.245,82.68,151.595
30.92278048,30.65347392,34.215,73.46,71.875,66.145,147.22,147.575,143.46,34.27,81.785,151.93
31.46215083,30.21845241,34.97,73.03,71.035,65.635,144.93,147.58,143.15,34.405,83.315,154.005
31.15211905,30.42662064,34.86,73.17,71.74,66.16,145.9,147.385,144.365,34.79,82.205,151.695
30.53353234,30.00342844,34.79,72.635,71.405,64.3,146.37,144.69,144.98,34.645,80.97,152.935
31.69948328,30.0176048,34.045,73.1,72.855,65.465,148.315,144.6,141.98,34.89,82.95,151.545
30.76564637,29.94182624,33.875,73.28,70.845,65.86,145.59,144.445,142.51,34.125,81.34,152.8
30.80933051,30.84685353,34.215,73.835,71.94,64.175,148.355,142.48,142.565,34.325,82.385,155.015
31.03318951,29.97201981,34.345,73.365,71.32,65.465,147.15,144.535,145.34,34.265,82.375,153.055
30.50083797,30.81750406,33.5,73.095,72.915,64.595,144.145,144.565,145.235,34.09,80.605,148.295
30.81872244,30.04427511,34.405,71.03,72.86,64.85,144.63,147.93,143.955,33.925,81.29,153.34
30.32054013,30.21421458,34.555,73.22,70.835,64.165,146.23,145.89,145.16,34.175,81.63,153.97
30.5010777,29.76948192,34.165,72.16,71.33,65.12,144.89,143.795,145.42,34.37,81.7,151.63
30.72719434,29.95770452,34.39,72.935,70.52,65.49,145.37,146.515,143.68,34.745,83.23,151.595
30.72762974,29.50072163,34.03,72.865,70.965,65.185,145.775,145.245,144.675,33.7,82.03,151.665
30.30976479,29.74613393,33.89,71.935,69.515,63.97,147.3,144.52,144.175,33.625,82.165,149.49
30.95258878,29.98235054,34.12,73.1,70.48,64.535,145.58,144.025,143.315,34.425,81.92,150.79
30.48194225,29.58907964,33.91,72.48,70.28,64.975,146.58,144.59,143.07,34.17,81.86,150.505
30.28881792,29.74474531,34.065,72.41,70.43,64.77,144.575,145.69,144.115,33.405,81.475,150.12
30.3612703,30.03531949,33.74,70.81,69.78,64.23,147.255,145.075,142.735,34.62,81.955,152.6
30.89267306,29.80978062,34.225,72.59,70.675,65.105,144.445,144.975,140.74,33.99,82.085,152.91
29.95635158,29.56228573,33.4,72.905,70.745,63.965,141.41,140.58,143.39,34.18,81.765,150.87
30.91407521,30.29280542,33.955,73.255,69.245,65.155,147.75,142.97,143.365,33.885,80.705,153.985
30.92760775,30.01815264,33.63,72.025,70.205,64.73,145.95,144.895,142.595,33.975,80.4,149.635
30.7913385,29.89769195,33.825,73.325,69.87,64.43,141.13,144.515,143.7,33.745,82.06,149.93
30.45142055,29.75135233,33.775,71.665,70.27,65.845,143.28,144.88,143.455,34.295,82.685,149.725
30.34101839,29.12482137,33.58,71.085,69.65,65.12,143.675,143.595,143.82,33.7,82.025,150.84
30.38565428,29.47805012,33.47,72.19,69.395,64.74,146.435,143.065,140.755,33.665,79.995,149.925
30.81789608,29.54752543,33.69,71.985,68.855,64.885,145.485,144.62,139.935,34.005,82.03,150.34
30.3857254,29.41235183,33.525,73.35,69.095,64.305,146.59,144.95,138.535,34.41,80.81,151.255
30.51467776,29.55980004,33.615,70.44,70.71,63.06,146.265,145.62,139.68,33.88,81.465,150.86
30.29820335,29.96633864,33.795,71.2,70.525,63.61,144.35,143.585,142.7,34.08,83.09,149.585
30.29136052,29.64703271,34.11,71.68,69.15,63.905,146.6,146.13,143.315,33.28,79.74,149.675
30.25472434,29.18697054,34.02,71.395,70.245,63.165,146.115,145.06,141.41,33.865,81.11,149.705
29.98274921,29.43897622,33.865,69.745,69.52,62.535,142.65,145.945,140.16,34.075,79.66,149.455
29.59765325,29.16658602,33.035,72.07,69.65,64.44,144.41,142.72,139.57,33.36,82.495,147.94
29.89050649,29.44257434,32.91,72.9,69.055,65.18,141,144.46,139.2,33.875,80.835,151.365
30.04858895,29.85324115,33.29,72.22,69.81,63.605,145.845,144.65,140.735,33.62,80.85,149.46
30.36851229,29.58165709,33.18,71.895,69.26,63.325,141.74,143.92,140.255,33.955,81.26,150.535
29.77552833,29.53003072,33.35,71.415,68.725,63.92,141.04,142.335,139.825,33.545,80.105,150.095
29.72672424,29.36867366,33.685,72.345,69.27,64.6,140.73,144.82,142.69,33.635,80.585,148.265
29.79151962,29.4187091,33.735,70.985,70.15,63.82,141.35,141.28,142.345,33.19,81.555,150.49
30.29378285,29.34740189,33.375,71.575,70.175,63.83,143.31,144.465,139.625,34.095,80.975,148.945
30.0663634,29.78371583,33.005,72.81,68.565,62.76,144.495,143.675,138.865,32.95,80.82,150.655
30.0184339,29.43352784,33.36,72.17,68.21,63.26,144.43,144.165,139.47,33.525,79.765,151.11
30.02280823,29.77272969,32.79,71.665,69.365,62.225,142.53,144.075,140.08,33.755,81.665,150.695
29.89723771,30.03361507,33.54,72.735,68.035,62.905,142.375,142.19,142.895,33.19,79.785,150.545
31.25697868,29.95763453,33.69,71.15,70.235,64.065,144.02,142.9,140.22,33.385,81.345,150
30.6288916,29.3840069,33.89,72.525,68.875,64.88,146.255,142.675,138.11,33.495,81.295,150.185
30.13884346,29.6258116,33.475,71.96,70.34,62.47,143.805,142.38,140.755,33.66,80.23,148.825
30.47618343,29.25137684,33.24,71.075,69.9,63.035,141.335,141.74,140.295,33.36,81.665,148.49
29.93288515,29.36648595,33.05,71.61,68.645,63.505,145.205,139.605,139.355,33.78,80,151.175
30.54613904,29.81116375,33.58,69.665,70.39,63.045,145.255,140.91,138.535,33.23,80.95,149.245
30.1429874,29.82056822,32.9,70.565,69.065,61.96,145.07,139.9,138.81,32.935,80.105,148.13
29.89636157,29.37464158,33.555,71.64,69.445,62.005,145.37,142.83,138.695,33.555,79.845,146.53
30.2919331,29.18200463,33.175,70.845,70.305,63.95,143.745,142.325,141.39,32.87,79.48,149.485
30.49017974,29.60519868,33.315,70.275,71.02,63.135,140.855,142.07,137.86,33.02,79.265,149.725
29.33067867,29.38770777,33.385,70.33,69.96,64.075,141.01,142.04,140.895,32.54,79.54,149.22
29.81595053,29.64580519,33.33,70.65,68.8,61.92,141.345,141.16,138.39,32.93,79.99,145.815
29.81981154,29.40092248,33.01,71.43,69.885,61.865,141.94,142.155,138.95,32.61,80.245,148.16
29.93350584,28.95998536,33.215,71.41,69.355,62.83,143.505,140.96,136.41,33.75,79.185,151.335
30.13429983,29.11445935,33.28,70.47,67.47,61.865,141.965,140.66,138.71,33.065,79.725,147.17
29.98392656,29.30092082,33.175,70.93,68.605,62.36,142.385,137.71,137.18,33.235,80.73,146.08
29.99052167,29.21014895,32.945,71.005,68.63,62.78,139.955,140.13,136.78,33.32,81,146.555
29.6605391,29.34046724,32.665,71.42,69.465,61.605,138.83,140.1,139.665,33.255,79.945,148.67
30.75760326,29.03594693,33.335,69.795,70.265,60.77,141.35,139.695,136.125,33.585,78.82,146.3
30.38915567,28.98141304,33.225,70.505,69.5,63.055,141.74,140.04,134.89,32.89,80.885,145.44
29.22797128,29.35613593,32.785,71.565,68.595,63.395,139.07,141.1,139.04,33.365,79.745,149.19
29.5546401,29.74443943,32.755,71.18,67.74,62.14,142.04,141.145,139.06,32.91,80.255,149.58
29.03083126,29.08346133,32.715,70.395,68.595,64.3,139.08,138.86,138.305,33.265,80.18,147.305
29.92110953,29.29021131,32.67,71.66,68.14,62.475,139.79,141.96,138.97,33.11,80.025,148.02
29.81125953,29.11103503,32.615,70.595,68.92,62.6,141.375,138.19,137.835,33.075,80.405,145.735
30.25906859,28.68903065,32.685,70.78,68.965,61.28,140.57,139.8,137.56,32.32,80.515,147.195
29.35369046,28.79242,32.8,70.425,69.165,60.9,138.035,141.045,137.22,33,79.54,145.895
30.18177806,29.09765274,32.16,69.54,69.6,61.585,139.24,138.565,137.255,33.245,79.955,147.505
29.44713448,28.63560411,32.94,70.005,69.495,63.77,139,141.195,139.035,32.69,79.49,147.095
29.25822669,28.58686798,32.33,71.365,68.785,62.165,141.635,139.27,137.545,32.58,80.215,145.31
29.35094788,28.31798775,31.96,70.255,66.925,62.755,143.305,140.8,136.13,33.035,80,147.655
29.37882842,28.47457937,32.31,70.195,69.305,62.19,138.415,140.785,137.02,32.62,79.295,145.185
30.04849412,28.69441952,32.995,71.425,68.84,62.68,141.85,141.01,136.48,32.42,79.47,143.735
28.82381881,28.47071305,32.4,70.675,68.6,62.245,139.915,139.805,135.47,33.31,78.74,145.095
29.23138215,28.72163204,32.65,69.91,67.935,60.905,139.49,139.08,137.12,33.14,79.46,144.055
29.37893412,28.98028513,32.2,70.44,67.74,62,141.44,137.76,138.125,33.24,79.255,146.69
29.57770816,28.9351785,32.94,69.985,67.4,61.685,140.775,139.42,135.93,33.58,78.37,145.745
29.62039375,28.62449473,32.395,69.585,68.355,61.63,141.395,138.11,135.685,32.92,77.54,146.805
29.37687967,29.05701179,32.43,68.92,68.045,61.2,139.35,138.08,135.765,32.19,77.665,147.095
28.67849666,28.93285715,32.99,69.745,68.385,61.625,140.8,140.84,137.33,32.625,79.12,146.97
29.04941453,29.01931842,32.21,69.585,67.565,62.285,141.46,138.67,135.195,32.925,79.625,146.065
29.09710547,28.83260757,32.11,69.39,67.605,61.29,138.8,137.84,135.195,32.96,79.245,146.83
29.44331957,28.46454144,32.815,69.725,66.925,60.92,138.61,138.405,135.35,33.22,77.835,145.66
29.23408738,28.64768433,32.235,69.695,68.055,61.695,142.045,136.77,133.935,32.52,77.165,146.09
28.53116643,28.79667699,32.32,69.91,66.845,60.445,141.32,137.255,135.52,32.355,79.27,144.385
29.29858052,28.49378779,31.915,69.88,68.62,61.365,140.095,138.965,138.14,32.635,78.785,143.635
29.26295896,28.47979518,31.805,70.225,68.475,61.705,140.63,138.59,135.46,32.92,77.87,144.985
28.71022183,28.14605471,32.37,68.365,67.13,61.365,137.915,138.355,135.27,32.505,78.725,144.72
28.46096537,28.39323557,32.39,68.645,68.245,61.95,137.535,136.82,131.7,33.01,78.045,145.655
28.83981519,28.66473137,32.115,67.525,67.24,62.145,137.975,136.24,133.335,32.69,77.89,145.53
28.83608941,28.58775074,32.22,68.855,66.74,60.87,139.515,137.33,133.83,32.875,79.11,143.44
29.34593549,27.97323566,32.545,69.575,68,61.19,136.86,137.655,132.675,32.205,78.2,146.735
28.70708764,28.18377041,32.265,69.55,66.095,61.455,133.83,137.51,136.755,32.93,77.62,147.33
28.87310395,28.47554849,32.7,69.295,68.18,61.46,136.375,139.635,135.445,31.885,78.15,147.4
29.45501651,29.07441988,31.91,69.15,68.095,59.495,136.39,137.245,132.79,32.43,78.955,145.99
29.50896068,28.63288314,32.065,70.18,66.535,61.225,135.74,135.67,135.91,32.53,78.535,143.29
28.67344487,28.8089452,31.17,69.435,68.125,61.53,137.44,136.1,134.395,32.29,78.95,142.935
28.81072716,28.97478831,32.2,68.55,68.145,61.43,137.585,135.545,135.24,32.26,77.93,143.45
29.38986607,28.14430414,31.485,67.965,67.485,59.875,135.27,137.91,133.27,33.105,77.59,144.13
28.79548217,28.30006459,31.92,68.005,67.34,61.09,138.175,138.035,134.52,32.445,78.235,143.17
28.74588236,28.04628283,31.445,68.67,67.6,60.44,135.465,138.35,135.285,32.47,77.9,141.13
28.69805292,28.68193751,32.03,67.99,66.61,61.205,137.495,136.745,133.54,32.585,78.67,143.86
28.35031872,28.18967446,32.015,68.205,65.815,60.775,136.805,136.185,134.77,32.675,76.46,142.61
28.33106814,28.66576403,31.8,68.805,68.065,59.385,134.93,133.995,134.66,32.24,77.475,141.88
28.82192062,28.01875509,31.605,67.555,67.345,60.22,135.075,136.225,136.08,32.39,78.255,142.785
28.55628734,27.95576515,31.63,68.035,66.815,61.18,136.76,136.85,133.3,32.485,78.905,143.13
28.45155567,27.95843705,31.675,68.13,66.575,61.19,133.33,137.67,134.455,31.465,78.35,142.765
28.43020505,27.5416844,31.71,67.615,67.625,59.355,132.83,137.03,135.335,31.495,78.725,144.1
27.97927813,27.94926331,31.84,67.76,66.59,59.96,135.445,136.045,132.36,31.585,78.555,141.17
28.63571055,27.78458878,30.955,68.015,65.43,60.955,136.5,136.88,134.675,32.785,77.14,143.33
28.12551093,28.18922606,31.26,67.02,66.98,60.61,134.35,137.315,134.18,32.505,77.585,143.605
28.68102789,28.03861697,31.405,68.26,67.095,59.895,134.78,135.035,134.92,32.575,78.99,143.37
28.65350737,27.62587405,31.66,68.11,66.505,61.005,137.465,134.845,133.825,31.665,78.705,143.5
28.57083934,27.79742668,31.69,66.48,65.42,61.095,134.9,134.165,133.31,32.37,76.505,142.995
28.56313674,28.05992997,31.52,66.17,65.73,60.93,134.59,135.765,133.12,31.66,77.5,143.365
28.50018806,27.78893277,31.545,68.305,64.685,59.65,133.775,136.435,131.805,31.75,77.525,143.515
28.42050073,27.63443719,31.255,67.85,65.965,60.195,136.01,134.935,134.425,31.87,78.795,143.91
28.33992679,28.31123222,31.69,66.98,66.11,60.3,133.87,136.405,131.965,31.24,78.48,142.885
28.1048591,28.28679005,31.23,67.775,66.565,60.38,135.155,133.17,131.03,31.475,77.385,139.765
28.03774453,27.8739459,31.175,68.245,65.515,60.645,136.275,133.405,132.265,31.96,76.895,141.875
28.70288476,27.82452144,32.005,67.595,65.755,59.63,135.17,134.91,132.865,31.84,76.975,142.965
27.59669336,27.51165431,31.385,66.185,65.13,58.75,136.76,135.975,131.665,31.855,78.765,141.415
27.64386678,27.38608707,31.195,66.73,66.345,59.83,133.805,136.93,131.03,31.76,76.385,144.075
28.07774755,28.0882873,31.14,66.8,65.99,59.195,134.425,135.095,131.8,31.935,77.49,141.115
27.87478084,27.77300736,31.5,67.15,65.745,60.12,135.96,132.55,133.885,31.8,78.07,142.425
28.38954834,27.56368907,31.865,65.545,65.235,60.035,132.035,136.86,134.635,31.795,77.905,143.565
28.28160574,27.506241,31.295,67.71,67.17,59.3,134.655,135.55,132.44,32.03,76.85,141.1
28.05512364,27.83277309,31.035,68.215,64.82,58.705,133.9,134.545,131.185,31.75,77.24,141.215
27.77733169,27.82700237,31.675,67.56,64.26,59.045,134.17,134.7,133.4,31.325,76.275,143.77
27.62791353,27.59537619,31.125,67.775,66.43,59.93,130.52,136.275,133.655,32.69,76.715,141.785
27.33096916,27.3921925,31.71,66.215,66.34,58.87,131.505,134.485,131.5,31.595,77.045,141.865
27.62732365,27.79818038,30.875,67.24,66.53,60.485,134.37,134.755,131.515,31.6,77.04,142.52
28.82161834,28.15687482,31.39,66.745,64.58,59.67,134.51,136.765,131.295,31.55,77.91,142.655
28.54055989,27.68380636,31.37,67.54,66.31,60.08,131.785,133.74,129.925,31.325,78.015,142.82
28.04126794,28.27566624,31.23,67.815,65.95,59.44,132.185,134.125,129.335,31.82,77.435,144.475
28.32211283,28.2078967,31.025,67.89,66.45,58.935,131.675,134.65,131.075,31.53,76.72,142.58
28.78491979,29.01709856,31.455,68.535,64.7,60.01,136.315,134.6,132.425,31.74,77.445,142.4
28.17704137,28.9178919,30.965,68.585,64.895,59.65,135.35,134.395,132.695,31.49,76.53,140.38
28.17017068,28.65766763,31.13,67.745,65,59.77,136.48,134.235,129.315,30.72,76.42,142.015
27.83658923,28.2714109,30.61,67.58,65.66,59.045,135.97,133.405,127.47,31.865,76.7,140.085
28.50802985,28.82175621,30.91,67.065,65.96,60.135,136.215,133.18,128.93,31.13,77.735,140.14
28.61180645,28.70954197,31.28,68.26,66.91,59.905,133.965,133.305,128.75,31.45,77.01,142.46
28.07628937,29.23618748,30.625,67.155,66.225,59.295,137.15,132.815,131.22,31.685,76.52,144.41
28.40280207,28.38721664,31.455,66.58,67.55,59.805,137.01,132.77,129.155,31.49,76.12,141.12
28.6950759,28.51163688,30.385,67.49,65.555,59.47,137.215,132.165,128.035,31.485,76.08,140.36
28.34665966,28.78681193,30.825,67.775,68.04,57.72,136.245,132.315,129.555,31.215,75.39,140.065
27.85908541,28.53676127,30.78,67.665,66.185,58.79,134.365,134.565,129.765,31.695,76.485,141.015
27.80650663,28.21428845,31.125,67.02,66.78,57.6,133.905,133.79,129.95,31.7,77.965,139.19
