G:LS:LC,G:MS:LC,G:HS:LC,G:LS:MC,G:MS:MC,G:HS:MC,G:LS:HC,G:MS:HC,G:VHS:HC*,G:VHS:LC,G:VHS:MC,G:VHS:HC
45.67040958,42.94176363,46.525,111.74,100.5,88.91,222.885,203.345,199.03,47.275,105.775,204.67
46.90627793,43.51010559,47.63,110.845,97.85,90.5,212.165,198.97,201.56,45.595,106.705,200.83
44.88636735,42.57238463,45.5,107.415,101.375,88.97,215.905,197.575,203.3,46.495,104.545,199.835
46.77588994,42.37590955,45.925,104.15,101.99,90.895,209.335,197.995,200.435,45.77,106.46,201.365
45.0520521,42.33716917,46.9,103.405,102.265,90.265,218.725,199.49,201.685,45.805,107.085,197.785
45.39723184,41.52025117,46.445,106.875,102.205,89.615,213.22,199.495,201.28,45.91,106.39,197.69
44.94236897,42.21444938,46.365,108.09,100.43,88.7,217.155,200.925,199.53,45.57,106.025,199.3
46.11767519,41.97601946,46.215,104.6,99.12,89.955,213.625,199.595,203.47,45.675,103.98,200.195
44.2683677,42.59085974,46.535,106.52,99.15,86.91,211.03,203.065,201.675,45.44,106.785,201.56
45.42310591,42.45333905,45.765,104.36,98.015,87.195,211.565,195.065,204.715,46.23,105.91,197.475
46.60605369,42.09289153,46.3,103.82,97.84,89.63,207.085,196.56,201.6,46.215,104.275,195.925
45.56327787,42.59120209,47.26,104.31,101.22,88.485,209.275,199.605,204.295,45.73,105.8,198.23
45.0546408,43.69907516,44.86,104.83,98.78,87.91,210.38,198.215,198.905,44.92,104.86,201.8
43.60878268,42.99361532,45.935,104.205,99.14,90.12,209.395,197.67,206.52,45.755,104.73,200.07
43.55771668,42.32019955,46.34,101.275,99.255,86.17,212.685,199.9,194.985,45.565,104.91,197.835
45.26133467,41.54825198,45.92,102.695,100.825,87.7,213.39,197.85,200.77,46.39,107.515,198.515
46.38362941,42.15062786,45.91,104.76,97.8,90.35,207.435,192.42,202.435,45.305,107.06,194.86
45.01278673,42.19940546,45.39,104.535,97.815,88.425,212.01,195.525,199.33,45.985,104.645,201.32
43.89098497,41.71413263,45.67,107.695,98.435,87.14,215.555,192.07,199.965,45.04,104.845,197.33
45.31517458,41.54888951,44.755,102.745,99.785,88.29,207.62,193.81,202.655,46.085,103.175,192.865
45.14341676,40.95893964,46.485,105.555,100.09,88.295,214.225,195.03,196.475,44.605,106.14,193.86
45.18814569,42.10918305,45.07,105.47,98.175,85.23,204.605,197.26,198.745,45.66,103.61,193.975
44.23188817,41.74277137,45.31,102.185,98.505,86.69,211.18,192.77,200.34,45.535,103.94,196.83
44.35060698,41.41771307,44.875,105.225,98.805,88.415,207.495,192.76,201.145,45.255,103.19,198.38
43.44189373,41.84960452,44.865,105.105,98.695,87.435,209.505,196.46,197.6,45.055,102.785,196.64
44.18095917,41.13436537,44.87,104.935,99.27,87.475,208.605,200.455,198.015,46.135,103.75,196.105
44.15553011,40.93141495,45.35,100.265,98.945,86.345,211.375,196.555,204.31,44.255,103.9,194.865
43.91826233,40.44651012,43.47,102.965,95.59,88.225,211.155,192.545,198.045,44.54,102.755,195.23
43.25319904,40.95342691,44.905,102.455,98.365,86.13,203.245,195.75,195.215,44.7,103.735,195.045
42.88325475,41.54155746,45.445,103.06,97.34,87.375,208.01,195.13,200.645,45.03,103.38,196.425
43.7805777,40.963263,46,102.92,97.05,87.075,206.055,194.285,194.66,45.015,102.415,194.69
43.19320331,41.54221458,44.285,102.165,98.455,87.53,203.96,196.81,197.26,45.045,103.235,194.835
42.88446384,42.65452684,45.45,103.775,99.55,86.355,213.965,195.455,195.93,45.55,104.14,197.975
43.06135193,42.05222324,44.97,102.49,96.52,87.695,205.55,196.39,196.2,44.615,105.205,194.05
43.08968109,41.66040285,45.7,101.22,95.835,87,204.53,191.46,196.47,44.82,101.7,196.33
42.98234312,41.31551527,44.79,102.44,97.65,86.98,206.975,193.91,195.325,44.605,104.43,191.82
43.68755683,42.31901526,44.905,103.335,96.26,84.535,212.68,196.105,193.145,44.965,102.945,194.235
44.44573101,41.33157783,45.035,104.81,96.515,84.825,207.34,191.86,193.975,44.69,102.795,195.545
44.11583124,40.97160946,43.95,102.375,95.02,83.84,205.265,193.73,195.575,44.425,102.655,192.07
42.92677984,41.54863606,44.535,101.045,98.31,85.83,208.865,193.65,196.94,44.21,101.99,192.62
42.26262826,40.20091159,44.995,101.235,97.53,86.17,209.79,189.05,197.365,44.43,102.595,197.145
43.18862,40.88456563,44.895,102.13,94.965,84.795,208.82,191.27,196.535,44.405,102.19,190.815
43.09602277,40.73489752,44.13,101.49,98.03,85.025,204.745,195.945,193.74,43.415,103.115,192.96
43.46882918,40.86049943,44.085,101.98,96.89,85.555,203.595,194.51,192.515,44.4,103.48,192.655
43.19594907,40.14594849,44.165,102.935,94.37,86.385,203.52,191.825,193.7,43.705,102.185,193.745
43.18422609,41.02646219,45.26,101.335,95.62,86.755,207.63,194.535,195.13,44.515,102.13,189.87
43.41111115,40.54487853,44.605,101.21,95.4,85.12,207.525,192.11,196.395,44.275,101.84,191.205
42.53917485,39.84578183,44.29,101.625,97.36,85.99,204.54,189.26,191.77,43.985,103.415,187.255
43.4040553,41.02478256,44.765,101.005,93.26,86.015,199.375,194.465,196.335,44.855,101.675,189.95
43.72537354,40.55507061,45.27,99.59,96.19,85.375,208.79,187.425,191.77,44.28,99.43,191.92
44.21429179,40.09977831,44.125,101.665,96.42,83.7,203.815,189.68,188.85,44.855,102.2,188.405
43.46788802,40.60089353,44.83,99.475,94.36,85.71,204.705,189.18,190.175,44.19,102.62,192.345
44.09288283,40.73288235,43.625,100.22,95.48,83.725,204.82,185.56,191.915,44.595,101.275,188.905
43.26482796,40.25827523,43.715,98.52,96.01,84.02,210.64,191.405,193.485,43.265,100.905,190.37
42.3349894,40.3793668,43.335,101.105,95.645,84.31,203.055,188.52,191.27,44.615,100.575,190.515
44.12275599,39.88648016,43.265,102.355,94.73,84.9,203.685,188.535,190.55,44.73,101.875,194.81
43.12270889,39.57384345,43.8,98.38,92.765,85.765,203.025,189.505,189.93,43.545,99.905,194.265
43.29038693,39.68904987,43.45,98.36,94.645,82.4,202.775,191.43,192.09,44.02,100.3,188.74
41.81174271,39.7226506,43.725,98.535,95.75,86.04,193.25,187.005,191.61,42.865,100.57,192.325
42.14145987,39.58391074,42.925,99.175,96.115,83.235,199.45,189.715,187.54,43.32,99.645,192.76
41.48005996,39.98116751,44.115,98.24,95.99,82.51,199.795,191.12,189.42,44.1,103.5,188.74
43.55647073,40.01940483,43.165,100.645,94.33,81.24,204.565,189.21,191.59,44.445,102.81,187.9
42.76130478,39.35851719,43.685,102.175,92.3,86.72,199.035,186.35,193.245,43.26,103.33,189.84
43.11063418,40.35215466,42.63,99.975,93.845,85.085,197.95,187.66,190.35,43.745,100.955,190.08
41.74274184,39.41055473,43.675,98.655,92.52,83.17,201.4,187.28,188.315,42.86,101.34,188.52
41.96948189,39.71374993,42.755,97.92,93.07,84.965,202.525,186.815,186.205,43.23,98.705,187.11
42.2326895,40.47399986,42.69,98.985,92.745,83.565,195.545,185.585,188.455,43.03,101.19,185.34
42.12528448,39.67952621,43.72,97.29,93.565,82.81,199.18,187.3,192.06,43.315,101.405,189.545
42.48558939,39.16956548,43.845,97.405,91.74,83.675,193.35,189.05,189.59,43.255,100.45,190.4
42.11288221,39.25270794,42.54,101.43,93.24,83.44,192.83,190.525,189.365,43.705,100.705,190.785
42.17076765,39.04670327,43.425,100.145,94.57,82.725,196.14,185.215,191.11,42.785,100.925,187.53
42.26217859,40.17313007,43.315,97.235,92.4,83.725,200.42,184.165,184.345,43.4,98.64,190.915
42.23913447,39.65730134,42.755,99.485,93.66,82.56,194.15,187.815,184.985,43.4,99.275,186.67
41.4606847,38.65209704,44.155,100.945,93.22,83.305,198.26,187.56,183.87,43.43,98.43,188.075
41.63038846,38.41352686,43.935,99.405,91.33,81.665,198.3,184.34,187.475,42.875,99.665,186.82
41.63581653,38.28897731,43.27,99.85,94.755,83.205,195.835,185.245,187.66,43.46,100.125,188.445
41.41880322,39.66309634,42.99,100.015,92.36,81.96,193.43,179.6,187.165,42.95,99.61,187.71
41.62901797,39.34837646,42.735,96.74,91.965,82.435,196.96,186.18,183.195,42.155,99.69,185.865
42.20722761,39.44102594,42.72,96.42,90.77,81.795,197.37,183.58,185.86,43.505,101.05,184.595
41.97978023,38.84862466,42.68,95.7,93.21,82.6,199.57,180.27,189.05,43.71,99.285,187.445
43.07805404,39.48111538,43.795,95.945,90.16,82.215,196.195,185.985,181.28,42.125,98.735,182.665
41.97045139,39.7430816,43.425,96.06,93.77,81.69,198.54,186.65,184.015,42.45,100.835,185.85
40.84664345,40.37972293,43.58,99.445,90.615,81.31,195.89,185.355,187.445,43.035,100.14,184.805
41.34672969,39.15703294,42.995,97.035,92.43,81.06,198.66,184.275,183.04,42.545,99.68,187.52
41.51007051,39.70275575,43.185,97.16,91.76,81.18,201.48,181.945,185.54,41.99,98.235,188.465
41.23481433,38.11907849,42.745,97.3,92.675,82.455,198.64,182.455,184.77,42.1,98.61,187.5
40.66802044,38.84260481,42.21,94.605,91.425,81.735,199.555,185.46,183.435,42.025,98.885,183.985
40.47735208,38.93578329,41.37,99.22,95.16,84.31,199.27,184.075,186.995,42.855,99.9,185.445
40.94524266,37.92035696,42.875,96.15,90.77,81.985,194.42,182.295,186.595,42.655,98.61,183.575
41.42971402,38.55650186,42.85,95.14,92.93,81.435,191.73,183.435,183.815,42.215,99.43,186.745
41.35560509,38.22449444,41.855,93.58,88.73,80.9,202.995,182.925,183.095,41.915,100.155,182.68
41.19006731,39.06190369,41.845,97.93,90.055,83.41,198.795,183.25,186.125,42.65,99.01,185.48
41.60601735,39.0867658,42.575,93.25,91.015,81.55,192.865,183.025,185.89,42.885,99.415,186.19
40.78667979,39.65999863,41.055,95.255,90.02,79.235,196.72,183.475,181.805,42.13,97.705,183.82
41.23256246,38.57929312,42.125,96.8,90.925,80.69,189.39,179.67,182.87,42.14,98.305,186.135
40.83500227,38.79720339,42.17,97.775,88.975,82.645,188.515,183.105,186.16,42.535,98.125,190.19
41.44830124,39.32560953,41.9,94.515,90.615,81.065,192.975,184.955,184.465,42.34,98.18,185.18
42.42507724,39.36806553,41.675,95.305,93.78,79.505,190.125,183.41,187.49,42.085,97.215,182.125
41.66943472,38.00339822,41.82,95.565,92.395,79.07,193.395,180.19,180.78,43.33,98.185,184.685
41.17262592,38.59049865,42.345,98.995,88.22,80.565,192.59,179.21,180.18,41.635,96.975,185.82
41.17249557,37.52363211,41.89,95.3,92.465,81.02,196.065,179.08,182.34,41.78,98.62,179.725
41.13231902,38.50976816,42.52,93.395,89.465,79.62,194.17,180.215,180.765,42.395,96.7,180.955
40.70601027,38.41205667,42.81,91.995,89.725,81.135,202.22,181.27,185.29,41.29,98.17,183.57
40.91434855,38.51031995,42.01,94.955,89.015,82.43,196.345,176.985,183.135,42.385,99.39,186.24
40.92070698,38.47636456,42.28,94.295,90.755,82.15,189.16,178.985,184.71,41.74,98.005,186.29
40.46480214,37.3699128,42.13,96.18,91.705,79.525,190.165,182.385,184.09,42.73,97.72,184.77
40.44961814,37.95882222,40.915,92.725,91.895,79.555,192.765,180.455,181.85,42.225,97.925,181.955
40.54717747,38.44090656,41.95,97.715,89.055,80.85,189.285,179.86,179.85,41.795,95.91,184.595
40.30816655,38.32626894,41.575,93.5,89.705,79.69,189.76,182.19,181.98,41.475,95.675,183.96
40.79173472,38.03246726,41.935,96.61,88.87,80.4,188.29,178.465,181.1,41.79,97.815,182.83
41.74175783,38.78070393,41.99,97.545,90.765,78.325,180.415,178.625,180.855,41.38,95.62,181.845
40.74267087,38.29877098,41.55,97.325,88.82,79.53,194.53,179.31,179.005,41.235,95.045,182.205
39.89159548,37.01478499,41.825,93.345,88.215,80.135,193.75,179.4,182.815,42.28,96.465,183.02
40.96086493,37.68789922,41.28,94.865,88.72,80.39,192.75,181.56,185.435,41.285,97.97,178.1
39.9567,37.77493534,41.21,92.27,89.72,79.29,189.14,177.08,180.56,41.465,96.235,182.84
40.36243298,37.17457579,41.53,93.4,89.165,79.545,187.705,175.37,181.79,42,97.6,182.455
40.26144664,37.18729808,41.065,93.435,92.065,79.075,189.355,182.155,180.355,41.015,96.66,177.88
40.99109368,37.66273318,40.62,93.81,88.865,78.19,193.14,179.675,178.495,41.305,96.81,178.61
40.12314066,37.28323209,41.195,96.265,89.295,78.015,194.26,179.6,180.56,41.08,96.195,182.75
40.03625405,38.14851759,40.865,92.76,88.935,80.25,193.27,181.375,182.65,41.815,96.78,184.765
40.51716878,38.24719745,41.39,91.605,90.94,80.145,187.01,178.815,179.34,41.145,98.68,179.86
39.942325,37.87155481,40.94,96.475,87.625,79.945,184.97,178.47,181.485,41.735,95.97,182.54
39.84018998,37.53452666,40.68,97.64,86.61,79.92,188.82,178.705,177.985,41.615,97.035,181.835
40.55508651,37.33309558,41.05,95.195,89.04,78.24,193.735,179.135,177.905,41.115,96.49,182.14
39.2673296,38.76559919,40.9,92.375,90.285,79.08,191.9,175.775,176.11,40.45,96.12,183.175
39.66553876,37.85097284,41.395,93.03,87.865,77.73,194.825,174.98,177.395,40.98,96.77,182.06
40.01529876,37.42843217,40.65,93.04,89.595,77.07,191.9,177.69,177.22,41.235,95.395,182.615
40.09442269,37.6569183,40.915,94.045,89.555,80.735,189.295,179.055,178.66,41.12,96.865,182.245
39.60704481,37.30388962,40.65,93.88,88.375,78.625,184.95,180.05,180.045,40.69,95.59,178.175
39.5250712,37.61251371,40.555,92.525,89.265,78.58,186.815,176.51,177.26,41.645,96.27,179.09
39.94222884,37.72295479,41.515,93.5,88.72,78.3,190.68,179.115,177.47,40.17,97.77,179.21
39.23039149,37.97038441,41.59,93.325,89.74,77.625,185.685,175.65,182.89,40.8,96.795,182.89
39.57713662,37.44837406,41.005,92.79,88.285,78.255,186.07,175.795,177.92,41.48,94.94,179.51
39.9291389,38.19551475,40.71,92.63,88.94,78.365,193.18,179.09,178.34,41.475,94.58,177.265
40.19029789,37.16600139,40.565,91.375,88.2,77.565,184.51,175.655,176.44,41.105,93.59,181.225
39.80154218,36.74366928,40.12,92.48,88.825,79.11,187.165,177.36,177.315,40.795,95.505,177.855
39.40813528,37.10975515,40.635,92.375,87.235,79.085,184.75,179.21,178.68,40.19,94.77,181.47
39.49147572,37.71752795,40.41,91.2,86.79,77.145,183.885,170.255,175.9,40.605,97.395,177.805
39.19433047,37.18566486,40.855,91.78,87.61,77.41,184.62,175.235,174.315,40.415,95.785,177.815
39.21549201,36.79907378,40.285,90.63,87.875,77.03,185.79,173.62,178.32,41.45,95.865,178.165
38.6369229,36.20341103,40.44,89.445,88.395,76.52,185.26,175.31,178.94,41.035,93.6,177.69
39.15705408,36.60272115,41.295,93.225,88.305,77.79,183.56,176.13,174.24,40.51,95.59,181.78
40.00840771,36.46860518,40.61,93.4,86.94,77.445,187.01,171.06,175.165,40.455,94.95,183.485
39.37731494,36.65320732,39.755,92.735,86.495,78.295,186.575,170.785,177.87,40.81,93.665,179.215
39.71812216,36.58402159,40.425,90.21,86.625,75.82,180.955,175.41,174.87,40.39,94.685,175.92
39.44397055,36.4743614,40.685,90.7,86.175,77.05,180.955,173.6,176.47,40.89,93.365,177.265
39.60368175,36.60890656,40.155,91.83,84.885,76.73,187.6,173.81,173.305,40.66,95.98,180.245
38.9984059,37.20902847,40.59,91.085,86.135,76.565,185.61,172.76,176.595,40.4,96.67,179.05
38.50290222,36.84822228,40.365,90.29,86.335,77.265,183.69,172.925,176.565,40.74,93.585,177.04
39.58807132,37.23473973,40.22,90.015,86.015,76.645,181.605,177.03,177.745,40.745,95.26,175.935
39.64204354,36.955138,40.54,91.725,86.435,77.14,185.75,174.885,171.815,40.55,94.045,175.795
38.74600463,36.4658666,39.755,92.475,85.475,77.725,186.52,172.125,173.25,40.185,94.445,175.27
39.06115087,36.5956684,40.725,91.125,87.12,76.85,190.16,175.51,176.965,40.055,94.195,173.55
39.48816847,35.47075137,39.57,91.99,86.025,76.565,182.99,173.63,171.425,40.365,94.965,173.39
39.08744398,37.50724697,40.46,91.08,84.72,77.725,186.55,173.12,174.96,40.505,94.115,175.115
37.6880761,36.08883471,40.26,91.435,85.835,76.57,181.79,172.475,175.05,40.14,93.75,175.745
38.63803871,35.72304901,40.325,90.56,85.88,76.335,188.29,170.39,175.1,40.43,94.985,175.295
38.27351172,36.52095857,40.385,90.585,87.45,77.41,184.115,173.23,173.44,40.28,93.355,175.235
38.26910102,36.71059391,39.695,88.565,89.03,77.345,185.69,172.605,173.535,40.36,93.545,174.425
38.90110497,36.41375381,39.03,89.125,85.625,76.405,183.34,169.165,176.145,41.045,94.265,174.565
39.10263281,36.3446957,39.29,89.75,85.7,76.75,183.765,170.995,172.86,40.075,93.1,176.7
38.05150026,36.58521319,39.525,86.835,85.29,76.19,186.405,170.06,170.85,39.53,93.575,176.895
38.89030528,36.58070855,39.75,88.96,86.515,77.84,185,170.015,173.665,40.11,93.935,175.71
37.57837945,35.89015245,39.52,91.285,86.115,77.475,180.035,169.435,173.195,40.5,94,178.71
37.75818975,36.4571726,39.42,91.185,87.185,78.055,185.205,170.82,173.105,40.265,94.77,177.975
37.57684901,35.51791194,39.645,87.265,85.015,75.355,184.35,169.085,171.02,40.395,94.26,173.48
38.53321053,36.59263642,38.735,89.25,84.43,74.75,181.515,171.35,175.065,39.885,91.835,173.475
38.48444348,35.40841234,39.465,90.315,84.435,75.45,182.395,170.265,173.39,39.56,93.23,175.155
38.45020379,36.13060209,39.61,89.505,84.205,74.59,179.1,172.08,170.3,40.255,92.035,173.37
38.85209436,36.20906107,40.31,90.275,85.47,77.495,178.225,169.46,170.82,39.845,93.48,171.855
37.90818409,36.081202,39.425,90.295,85.91,76.835,184.94,168.42,169.925,39.66,93.315,176.835
38.9560097,36.07287283,39.35,88.52,86.775,75.12,182.615,171.16,169.665,39.985,93.895,173.555
38.4263843,36.25797785,39.73,89.905,84.19,75.21,177.635,167.91,172.145,40.18,93.08,177.595
37.25969673,35.33163168,39.23,89.755,85.08,76.365,184.81,167.555,169.31,39.61,89.87,173.34
38.14790759,35.69786248,39.065,90.11,85.545,75.59,186.395,171.755,170.835,39.54,93.175,173.155
37.37645289,35.50116448,39.785,87.18,84.8,75.14,181.94,170.615,170.1,40.075,93.57,172.605
37.72906427,36.09558925,39.665,88.845,84.38,76.755,182.16,168.755,170.715,39.355,91.635,173.68
37.32819623,35.10123006,38.505,87.49,85.15,74.98,177.78,169.83,170.14,39.715,92.735,176.54
38.11490029,35.38620996,39.535,88.155,82.91,73.665,178.685,167.82,168.905,40.07,92.93,171.74
38.06232484,35.61955532,39.645,87.195,84.44,74.99,179.775,169.92,168.135,39.555,92.61,173.565
38.2690425,35.37971121,39.75,91.47,84.31,74.765,181.415,169.875,173.425,39.59,92.32,172.225
37.76203648,35.01999819,39.425,88.305,83.825,75.075,183.115,166.91,168.975,40.025,93.565,172.56
36.90809584,35.1093671,38.97,90.095,83.115,74.26,183.905,168.5,169.595,38.935,92.29,173.23
38.07628657,35.64477366,38.965,87.98,83.685,75.635,180.065,168.37,169.175,39.31,92.38,171.55
37.92863119,35.8046315,38.745,90.31,83.32,74.705,182.855,169.975,169.57,40.225,91.66,171.655
37.70793256,35.09372283,38.46,88.235,84.46,74.41,180.73,170.325,165.795,39.38,92.565,174.135
37.65384181,35.70610019,39.66,88.37,83.94,72.635,179.55,168.075,169.39,39.24,90.41,171.965
37.41336263,34.50524925,39.72,88.865,82.3,74.34,174.935,168.595,168.955,39.355,92.405,171.16
36.69808022,35.58936856,38.71,88.585,82.5,74.325,178.215,169.68,168.01,39.22,91.31,170.74
37.34497311,35.10360673,39.645,88.185,83.745,75.24,177.81,166.055,168.87,39.83,93.31,171.655
37.975952,35.06191694,38.58,86.66,83.08,74.99,173.815,167.065,167.175,39.485,92.225,172.175
37.30326759,35.57667984,39.4,87.475,83.045,75.575,176.555,165.655,169.745,39.705,92.84,173.625
36.84049224,34.45160801,39.16,87.76,82.655,74.23,177.845,170.02,166.535,39.76,89.805,172.025
37.40174854,35.22101955,38.405,89.31,83.83,74.47,178.41,168.76,166.635,39.445,91.59,170.43
38.06656059,34.40877578,38.595,87.195,83.66,75.35,174.11,168.76,168.355,38.945,90.655,173.065
37.31192931,35.14409496,38.225,86.78,84.165,73.875,176.045,169.885,165.145,39.23,90.935,170.96
36.86045814,35.37467051,38.37,86.65,82.53,74.66,177.095,167.975,164.275,39.05,92.485,172.755
36.57425315,35.38934535,39.9,85.03,83.5,75.375,180.64,168.615,166.26,38.88,90.925,171.855
37.57861084,34.64698002,38.73,87.17,83.215,73.405,180.495,166.93,166.865,39.38,89.98,171.815
37.33026357,35.35915047,38.87,88.1,78.86,73.965,177.105,165.74,165.84,39.135,91.23,171.46
37.63992873,35.58215752,38.45,86.6,82.9,71.9,176.975,167.86,169.995,38.91,91.735,170.74
36.99333626,35.00193516,38.595,87.72,83.2,75.04,174.73,167.485,168.655,39.53,92.235,172.725
37.88182826,35.67364539,38.405,85.63,83.28,73.74,180.5,162.645,166.91,39.425,91.125,171.51
37.14227922,35.41872557,38.39,87.03,84.88,73.91,180.425,167.035,169.595,38.575,92.205,169.905
37.01054436,35.27339055,38.78,85.805,81.035,73.665,178.25,166.205,167.385,39.555,92.04,166.995
36.17354437,35.20397173,39.62,85.605,81.19,73.73,174.49,164.635,168.5,37.9,89.84,168.025
36.61025544,34.68993403,38.105,87.57,81.865,74.36,175.825,168.51,166.69,38.52,91.375,170.39
37.22233409,34.73280876,38.39,86.905,81.165,75.14,171.175,167.25,166.55,39.47,90.795,170.4
37.71926592,34.92184523,38.275,85.245,80.47,72.82,177.165,165.73,165.97,38.92,90.755,169.885
37.82881065,34.75407658,38.14,86.955,80.735,73.42,179.205,167.12,165.505,38.175,91.155,165.88
36.32172314,34.10746875,38.805,85.16,81.81,74.835,178.91,164.56,163.495,38.57,90.95,167.895
37.4409125,34.33039392,38.2,84.645,82.455,72.96,178.605,164.885,166.96,39.135,91.215,168.54
37.23478052,34.77988285,38.705,86.82,81.515,74.075,173.84,163.61,166.71,38.94,90.16,167.76
35.83675099,34.90238107,37.805,86.015,80.785,73.47,172.3,163.885,166.51,38.935,89.95,169.87
37.33428452,35.00121435,37.42,85.13,81.93,73.97,177.155,165.03,163.845,38.28,91.2,170.71
36.79811435,34.86172876,38.16,84.88,81.385,72.945,175.68,163.14,162.42,38.78,89.955,170.445
36.32868659,34.57926165,38.685,84.69,79.24,72.95,174.11,165.11,163.745,38.9,90.025,169.315
36.72587046,34.27498846,37.465,86.665,81.935,72.68,176.515,165.605,159.72,38.095,91.14,169.035
35.84414902,34.48898126,37.14,86.725,80.675,72.1,172.67,163.31,163.165,38.37,90.525,168.46
37.04480254,34.09274484,37.55,86.985,82.405,71.445,175.745,163.095,164.885,38.085,90.17,168.55
35.98667443,34.03798694,38.18,86.32,80.71,72.345,173.72,164.615,166.79,38.815,90.37,165.49
36.4091785,33.60796005,37.54,84.57,78.48,71.73,172.265,163.945,160.985,38.575,91.125,168.93
35.36316743,34.0462528,37.5,86.165,82.825,71.97,170.515,164.625,162.52,37.875,89.73,167.61
36.33395252,33.85070174,38.42,85.47,79.595,72.03,170.67,162.535,163.185,38.085,90.455,168.41
36.48407938,34.19361312,38.01,87.09,81.405,73.02,175.325,162.73,162.395,38.68,89.685,173.58
36.93437885,34.45305765,37.945,85.9,81.21,72,181.165,162.675,165.895,38.35,89.555,167.425
35.38539555,34.13059614,37.875,85.595,80.76,71.86,172.53,164.39,161.2,37.79,89.655,168.525
36.65029545,34.53053623,37.795,85.92,81.55,73.05,172.2,164.045,164.655,37.895,89.78,169.595
36.23372301,34.53782645,37.95,84.735,80.735,71.77,172.94,162.64,161.905,38.175,89.475,169.645
35.73581027,34.48730808,37.605,84.25,81.855,70.225,173.5,161.58,162.68,38.51,90.99,170.035
36.09282973,34.33877112,38.175,84.47,80.755,73.58,169.05,159.66,160.795,38.765,90.555,168.565
35.86057927,34.35270156,37.235,86.1,80.105,73.65,170.205,162.185,161.875,38.9,88.785,168.685
35.2753171,33.5980468,36.75,81.355,79.325,72.07,171.75,162.715,161.005,38.605,87.345,167.645
36.73871186,34.2373164,37.32,87.01,81.24,72.255,170.705,162.275,160.665,38.315,88.96,166.825
36.41135035,33.85034531,37.995,84.615,81.125,71.765,174.755,161.99,160.795,37.865,89.885,168.235
36.46607615,33.46284459,36.805,83.79,80.74,71.585,172.095,163.685,160.78,38.345,90.505,165.735
35.41908244,33.56817664,38.19,83.645,81.39,71.81,170.195,161.62,160.69,37.42,88.72,166.4
35.91689539,33.57921441,38.21,84.71,82.075,71.965,169.825,159.385,160.57,37.59,90.535,168.385
35.59769061,33.67498639,36.785,83.615,79.74,71.14,172.655,158.61,159.725,38.125,88.92,166.285
36.5793753,33.21331752,37.155,86.05,78.26,71.245,171.945,161.47,161.435,37.91,89.59,166.135
36.30668755,33.9379482,36.5,85.005,77.85,72.52,170.775,163.945,161.615,37.76,89.345,166.085
36.24718441,33.79684887,37.66,83.27,79.88,70.75,169.105,163.25,161.76,37.915,87.6,169.665
36.40417849,33.95299109,38.585,85.27,80.21,69.51,169.17,161.08,159.505,36.8,88.485,168.29
36.25847399,33.54633982,37.68,83.43,78.965,70.275,171.6,159.025,159.595,37.53,87.695,166.545
36.09169201,33.41635093,37.1,84.495,79.895,70.61,172.18,162.52,162.83,37.445,90.14,164.125
36.18289894,33.2555528,36.57,86.285,78.79,70.915,171.07,158.385,158.195,37.635,89.025,164.24
35.98805081,33.44738937,36.77,82.655,77.905,71.28,167.955,159.26,159.23,38.17,89.845,168.095
35.85902129,33.66042437,37.065,84.07,79.375,71.68,173.315,158.325,160.255,37.48,88.785,165.9
35.95500983,33.53549675,37.96,84.69,80.71,70.735,169.735,160.24,158.34,38.4,88.685,168.29
35.36640642,33.68358928,37.33,85.43,78.58,72.83,171.965,158.205,160.06,36.97,87.855,167.42
35.48401235,33.60727957,36.385,83.685,80.335,70.735,170.225,159.215,162.01,37.715,88.355,166.13
35.4854589,32.5081386,37.435,82.87,80.655,71.065,169.21,159.53,160.015,37.91,87.475,166.18
36.12144989,33.29133761,37.025,83.15,77.77,72.64,173.14,159.485,160.765,37.235,89.635,167.105
35.95648795,33.0164964,37.63,81.975,78.2,71.295,164.63,160.665,160.19,37.985,87.02,166.06
36.25297997,32.9838476,37.17,84.42,77.54,69.455,169.165,162.225,159.37,37.915,87.725,166.96
35.31868939,32.95246723,36.7,82.59,78.985,70.18,168.925,163.105,159.885,37.59,87.36,164.78
35.41647881,32.49754794,36.77,85.71,78.915,70.17,171.06,159.675,158.135,37.23,87.995,163.565
35.61741775,33.59653092,36.51,84.01,78.83,70.74,167.365,157.99,158.435,37.78,88.19,161.685
35.6726773,33.57387497,36.62,83.2,78.24,71.51,170.515,157.27,159.675,37.745,86.305,163.615
36.02742206,33.30247399,37.03,82.39,75.92,69.505,168.945,158.885,157.045,37.275,88.31,164.605
35.28375338,33.36238898,36.31,85.305,76.685,71.135,173.14,159.425,157.545,38.325,87.78,164.565
35.71946395,33.36290725,36.835,82.585,79.645,71.18,170.915,158.605,157.63,37.24,89.275,165.715
35.38700726,32.83869859,36.9,83.58,78.555,69.835,166.945,158.625,160.265,38.04,87.895,163.67
35.36010749,32.50937429,37.1,82.345,76.49,70.925,166.38,155.83,161.05,37.215,89.18,163.94
35.27580566,33.62587348,36.84,84.11,78.865,70.8,169.43,159.145,157.185,37.21,86.85,164.115
35.55175923,32.24874178,36.755,84.22,77.835,68.92,169.25,157.125,156.975,36.58,87.155,164.59
35.6357279,33.0737608,36.62,81.14,78.375,69.76,165.22,160.455,158.51,36.935,87.87,165.86
